year,icd_class,icd_class_short,icd3,deaths
2019,II,Новообразования,C82,2
2019,II,Новообразования,C83,7
2019,II,Новообразования,C84,1
2019,II,Новообразования,C85,4
2019,II,Новообразования,C90,6
2019,II,Новообразования,C91,6
2019,II,Новообразования,C92,10
2019,II,Новообразования,C93,4
2019,II,Новообразования,C94,1
2019,II,Новообразования,C95,1
2019,II,Новообразования,C97,19
2019,II,Новообразования,D13,1
2019,II,Новообразования,D30,2
2019,II,Новообразования,D32,3
2019,II,Новообразования,D33,1
2019,II,Новообразования,D35,1
2019,II,Новообразования,D36,1
2019,II,Новообразования,D38,1
2019,II,Новообразования,D42,1
2019,II,Новообразования,D43,6
2019,II,Новообразования,D45,2
2019,II,Новообразования,D46,1
2019,II,Новообразования,D47,1
2019,IV,Эндокринные и обмен,E05,2
2019,IV,Эндокринные и обмен,E06,1
2019,IV,Эндокринные и обмен,E10,21
2019,IV,Эндокринные и обмен,E11,309
2019,IV,Эндокринные и обмен,E13,1
2019,IV,Эндокринные и обмен,E23,1
2019,IV,Эндокринные и обмен,E51,1
2019,IV,Эндокринные и обмен,E66,3
2019,IV,Эндокринные и обмен,E72,1
2019,IV,Эндокринные и обмен,E75,1
2019,IV,Эндокринные и обмен,E78,1
2019,IV,Эндокринные и обмен,E84,1
2019,IX,Кровообращение,I05,3
2019,IX,Кровообращение,I06,2
2019,IX,Кровообращение,I08,7
2019,IX,Кровообращение,I10,1
2019,IX,Кровообращение,I11,15
2019,IX,Кровообращение,I12,2
2019,IX,Кровообращение,I13,6
2019,IX,Кровообращение,I21,160
2019,IX,Кровообращение,I22,59
2019,IX,Кровообращение,I24,2
2019,IX,Кровообращение,I25,282
2019,IX,Кровообращение,I26,1
2019,IX,Кровообращение,I31,1
2019,IX,Кровообращение,I33,10
2019,IX,Кровообращение,I34,13
2019,IX,Кровообращение,I35,52
2019,IX,Кровообращение,I36,3
2019,IX,Кровообращение,I40,2
2019,IX,Кровообращение,I42,53
2019,IX,Кровообращение,I45,1
2019,IX,Кровообращение,I46,75
2019,IX,Кровообращение,I48,1
2019,IX,Кровообращение,I51,22
2019,IX,Кровообращение,I60,29
2019,IX,Кровообращение,I61,136
2019,IX,Кровообращение,I62,8
2019,IX,Кровообращение,I63,240
2019,IX,Кровообращение,I67,6
2019,IX,Кровообращение,I69,169
2019,IX,Кровообращение,I70,64
2019,IX,Кровообращение,I71,40
2019,IX,Кровообращение,I72,3
2019,IX,Кровообращение,I73,1
2019,IX,Кровообращение,I74,4
2019,IX,Кровообращение,I80,134
2019,IX,Кровообращение,I82,5
2019,X,Дыхание,J09,1
2019,X,Дыхание,J10,2
2019,X,Дыхание,J11,1
2019,X,Дыхание,J15,10
2019,X,Дыхание,J16,1
2019,X,Дыхание,J18,134
2019,X,Дыхание,J38,1
2019,X,Дыхание,J44,64
2019,X,Дыхание,J45,1
2019,X,Дыхание,J84,1
2019,X,Дыхание,J85,21
2019,X,Дыхание,J86,1
2019,XI,Пищеварение,K12,1
2019,XI,Пищеварение,K21,1
2019,XI,Пищеварение,K22,14
2019,XI,Пищеварение,K25,35
2019,XI,Пищеварение,K26,22
2019,XI,Пищеварение,K31,1
2019,XI,Пищеварение,K35,2
2019,XI,Пищеварение,K40,3
2019,XI,Пищеварение,K42,4
2019,XI,Пищеварение,K43,9
2019,XI,Пищеварение,K44,1
2019,XI,Пищеварение,K45,2
2019,XI,Пищеварение,K46,1
2019,XI,Пищеварение,K51,8
2019,XI,Пищеварение,K52,1
2019,XI,Пищеварение,K55,94
2019,XI,Пищеварение,K56,23
2019,XI,Пищеварение,K57,6
2019,XI,Пищеварение,K59,1
2019,XI,Пищеварение,K61,3
2019,XI,Пищеварение,K63,2
2019,XI,Пищеварение,K65,1
2019,XI,Пищеварение,K66,3
2019,XI,Пищеварение,K70,36
2019,XI,Пищеварение,K71,13
2019,XI,Пищеварение,K72,1
2019,XI,Пищеварение,K73,2
2019,XI,Пищеварение,K74,229
2019,XI,Пищеварение,K75,4
2019,XI,Пищеварение,K76,7
2019,XI,Пищеварение,K80,22
2019,XI,Пищеварение,K81,3
2019,XI,Пищеварение,K82,3
2019,XI,Пищеварение,K85,98
2019,XI,Пищеварение,K86,20
2019,XIX,Травмы и отравления,S01,1
2019,XIX,Травмы и отравления,S02,39
2019,XIX,Травмы и отравления,S06,59
2019,XIX,Травмы и отравления,S07,4
2019,XIX,Травмы и отравления,S09,1
2019,XIX,Травмы и отравления,S11,3
2019,XIX,Травмы и отравления,S12,2
2019,XIX,Травмы и отравления,S14,3
2019,XIX,Травмы и отравления,S15,1
2019,XIX,Травмы и отравления,S19,1
2019,XIX,Травмы и отравления,S21,5
2019,XIX,Травмы и отравления,S22,10
2019,XIX,Травмы и отравления,S24,1
2019,XIX,Травмы и отравления,S25,4
2019,XIX,Травмы и отравления,S26,10
2019,XIX,Травмы и отравления,S27,5
2019,XIX,Травмы и отравления,S28,1
2019,XIX,Травмы и отравления,S29,2
2019,XIX,Травмы и отравления,S32,1
2019,XIX,Травмы и отравления,S35,3
2019,XIX,Травмы и отравления,S36,7
2019,XIX,Травмы и отравления,S37,3
2019,XIX,Травмы и отравления,S42,1
2019,XIX,Травмы и отравления,S45,3
2019,XIX,Травмы и отравления,S51,1
2019,XIX,Травмы и отравления,S55,3
2019,XIX,Травмы и отравления,S71,1
2019,XIX,Травмы и отравления,S72,18
2019,XIX,Травмы и отравления,S75,1
2019,XIX,Травмы и отравления,S78,1
2019,XIX,Травмы и отравления,S82,1
2019,XIX,Травмы и отравления,S85,2
2019,XIX,Травмы и отравления,T00,1
2019,XIX,Травмы и отравления,T01,4
2019,XIX,Травмы и отравления,T02,4
2019,XIX,Травмы и отравления,T04,1
2019,XIX,Травмы и отравления,T06,67
2019,XIX,Травмы и отравления,T17,25
2019,XIX,Травмы и отравления,T25,1
2019,XIX,Травмы и отравления,T29,2
2019,XIX,Травмы и отравления,T31,6
2019,XIX,Травмы и отравления,T35,3
2019,XIX,Травмы и отравления,T40,8
2019,XIX,Травмы и отравления,T41,1
2019,XIX,Травмы и отравления,T42,5
2019,XIX,Травмы и отравления,T43,4
2019,XIX,Травмы и отравления,T44,1
2019,XIX,Травмы и отравления,T46,1
2019,XIX,Травмы и отравления,T51,114
2019,XIX,Травмы и отравления,T53,1
2019,XIX,Травмы и отравления,T54,5
2019,XIX,Травмы и отравления,T58,29
2019,XIX,Травмы и отравления,T59,4
2019,XIX,Травмы и отравления,T65,53
2019,XIX,Травмы и отравления,T67,1
2019,XIX,Травмы и отравления,T68,26
2019,XIX,Травмы и отравления,T69,4
2019,XIX,Травмы и отравления,T71,135
2019,XIX,Травмы и отравления,T75,38
2019,XIX,Травмы и отравления,T78,1
2019,XIX,Травмы и отравления,T81,3
2019,XIX,Травмы и отравления,T88,1
2019,XIX,Травмы и отравления,T90,8
2019,XIX,Травмы и отравления,T91,1
2019,XIX,Травмы и отравления,T93,26
2019,XIX,Травмы и отравления,T94,1
2020,II,Новообразования,C00,1
2020,II,Новообразования,C01,2
2020,II,Новообразования,C02,7
2020,II,Новообразования,C04,3
2020,II,Новообразования,C05,2
2020,II,Новообразования,C06,1
2020,II,Новообразования,C07,2
2020,II,Новообразования,C10,8
2020,II,Новообразования,C11,2
2020,II,Новообразования,C13,12
2020,II,Новообразования,C14,3
2020,II,Новообразования,C15,47
2020,II,Новообразования,C16,88
2020,II,Новообразования,C17,3
2020,II,Новообразования,C18,95
2020,II,Новообразования,C19,17
2020,II,Новообразования,C20,35
2020,II,Новообразования,C21,5
2020,II,Новообразования,C22,44
2020,II,Новообразования,C23,4
2020,II,Новообразования,C24,8
2020,II,Новообразования,C25,79
2020,II,Новообразования,C30,1
2020,II,Новообразования,C31,1
2020,II,Новообразования,C32,29
2020,II,Новообразования,C33,2
2020,II,Новообразования,C34,213
2020,II,Новообразования,C37,1
2020,II,Новообразования,C38,1
2020,II,Новообразования,C40,1
2020,II,Новообразования,C41,2
2020,II,Новообразования,C43,15
2020,II,Новообразования,C44,8
2020,II,Новообразования,C45,5
2020,II,Новообразования,C48,2
2020,II,Новообразования,C49,2
2020,II,Новообразования,C50,73
2020,II,Новообразования,C51,7
2020,II,Новообразования,C53,32
2020,II,Новообразования,C54,23
2020,II,Новообразования,C56,32
2020,II,Новообразования,C57,2
2020,II,Новообразования,C61,43
2020,II,Новообразования,C62,3
2020,II,Новообразования,C64,29
2020,II,Новообразования,C65,3
2020,II,Новообразования,C66,1
2020,II,Новообразования,C67,22
2020,II,Новообразования,C68,1
2020,II,Новообразования,C69,1
2020,II,Новообразования,C71,25
2020,II,Новообразования,C72,1
2020,II,Новообразования,C73,4
2020,II,Новообразования,C74,5
2020,II,Новообразования,C78,1
2020,II,Новообразования,C79,1
2020,II,Новообразования,C80,3
2020,II,Новообразования,C83,8
2020,II,Новообразования,C84,2
2020,II,Новообразования,C85,4
2020,II,Новообразования,C90,10
2020,II,Новообразования,C91,9
2020,II,Новообразования,C92,3
2020,II,Новообразования,C93,2
2020,II,Новообразования,C94,1
2020,II,Новообразования,C95,1
2020,II,Новообразования,C97,29
2020,II,Новообразования,D18,1
2020,II,Новообразования,D25,1
2020,II,Новообразования,D32,3
2020,II,Новообразования,D33,3
2020,II,Новообразования,D35,2
2020,II,Новообразования,D37,1
2020,II,Новообразования,D42,1
2020,II,Новообразования,D43,1
2020,II,Новообразования,D45,2
2020,II,Новообразования,D46,5
2020,II,Новообразования,D47,4
2020,II,Новообразования,D48,1
2020,IV,Эндокринные и обмен,E05,2
2020,IV,Эндокринные и обмен,E06,1
2020,IV,Эндокринные и обмен,E10,19
2020,IV,Эндокринные и обмен,E11,416
2020,IV,Эндокринные и обмен,E26,1
2020,IV,Эндокринные и обмен,E66,4
2020,IV,Эндокринные и обмен,E74,1
2020,IV,Эндокринные и обмен,E75,1
2020,IV,Эндокринные и обмен,E83,1
2020,IX,Кровообращение,I05,2
2020,IX,Кровообращение,I08,6
2020,IX,Кровообращение,I11,10
2020,IX,Кровообращение,I12,3
2020,IX,Кровообращение,I13,3
2020,IX,Кровообращение,I21,184
2020,IX,Кровообращение,I22,43
2020,IX,Кровообращение,I24,6
2020,IX,Кровообращение,I25,295
2020,IX,Кровообращение,I28,1
2020,IX,Кровообращение,I31,1
2020,IX,Кровообращение,I33,9
2020,IX,Кровообращение,I34,7
2020,IX,Кровообращение,I35,39
2020,IX,Кровообращение,I36,6
2020,IX,Кровообращение,I40,4
2020,IX,Кровообращение,I42,81
2020,IX,Кровообращение,I46,37
2020,IX,Кровообращение,I51,7
2020,IX,Кровообращение,I60,28
2020,IX,Кровообращение,I61,101
2020,IX,Кровообращение,I62,5
2020,IX,Кровообращение,I63,212
2020,IX,Кровообращение,I67,62
2020,IX,Кровообращение,I69,192
2020,IX,Кровообращение,I70,60
2020,IX,Кровообращение,I71,50
2020,IX,Кровообращение,I72,1
2020,IX,Кровообращение,I73,3
2020,IX,Кровообращение,I74,4
2020,IX,Кровообращение,I80,151
2020,IX,Кровообращение,I82,12
2020,IX,Кровообращение,I83,3
2020,X,Дыхание,J12,9
2020,X,Дыхание,J15,8
2020,X,Дыхание,J16,2
2020,X,Дыхание,J18,226
2020,X,Дыхание,J38,2
2020,X,Дыхание,J39,1
2020,X,Дыхание,J43,2
2020,X,Дыхание,J44,110
2020,X,Дыхание,J84,4
2020,X,Дыхание,J85,28
2020,X,Дыхание,J86,3
2020,XI,Пищеварение,K22,19
2020,XI,Пищеварение,K25,41
2020,XI,Пищеварение,K26,16
2020,XI,Пищеварение,K29,3
2020,XI,Пищеварение,K35,1
2020,XI,Пищеварение,K40,4
2020,XI,Пищеварение,K41,1
2020,XI,Пищеварение,K42,4
2020,XI,Пищеварение,K43,4
2020,XI,Пищеварение,K44,2
2020,XI,Пищеварение,K50,1
2020,XI,Пищеварение,K51,9
2020,XI,Пищеварение,K52,15
2020,XI,Пищеварение,K55,122
2020,XI,Пищеварение,K56,20
2020,XI,Пищеварение,K57,8
2020,XI,Пищеварение,K62,1
2020,XI,Пищеварение,K63,8
2020,XI,Пищеварение,K66,2
2020,XI,Пищеварение,K70,46
2020,XI,Пищеварение,K71,10
2020,XI,Пищеварение,K74,260
2020,XI,Пищеварение,K75,2
2020,XI,Пищеварение,K76,6
2020,XI,Пищеварение,K80,29
2020,XI,Пищеварение,K81,5
2020,XI,Пищеварение,K82,3
2020,XI,Пищеварение,K83,2
2020,XI,Пищеварение,K85,142
2020,XI,Пищеварение,K86,43
2020,XIX,Травмы и отравления,S02,44
2020,XIX,Травмы и отравления,S05,1
2020,XIX,Травмы и отравления,S06,67
2020,XIX,Травмы и отравления,S07,2
2020,XIX,Травмы и отравления,S11,2
2020,XIX,Травмы и отравления,S12,6
2020,XIX,Травмы и отравления,S13,1
2020,XIX,Травмы и отравления,S14,1
2020,XIX,Травмы и отравления,S15,1
2020,XIX,Травмы и отравления,S19,1
2020,XIX,Травмы и отравления,S20,1
2020,XIX,Травмы и отравления,S21,1
2020,XIX,Травмы и отравления,S22,5
2020,XIX,Травмы и отравления,S25,3
2020,XIX,Травмы и отравления,S26,11
2020,XIX,Травмы и отравления,S27,2
2020,XIX,Травмы и отравления,S29,4
2020,XIX,Травмы и отравления,S31,1
2020,XIX,Травмы и отравления,S32,1
2020,XIX,Травмы и отравления,S36,9
2020,XIX,Травмы и отравления,S39,1
2020,XIX,Травмы и отравления,S42,1
2020,XIX,Травмы и отравления,S55,1
2020,XIX,Травмы и отравления,S71,1
2020,XIX,Травмы и отравления,S72,20
2020,XIX,Травмы и отравления,S75,2
2020,XIX,Травмы и отравления,S82,1
2020,XIX,Травмы и отравления,S85,1
2020,XIX,Травмы и отравления,T01,3
2020,XIX,Травмы и отравления,T02,8
2020,XIX,Травмы и отравления,T06,85
2020,XIX,Травмы и отравления,T17,35
2020,XIX,Травмы и отравления,T29,7
2020,XIX,Травмы и отравления,T31,1
2020,XIX,Травмы и отравления,T34,4
2020,XIX,Травмы и отравления,T37,1
2020,XIX,Травмы и отравления,T39,1
2020,XIX,Травмы и отравления,T40,8
2020,XIX,Травмы и отравления,T42,3
2020,XIX,Травмы и отравления,T43,3
2020,XIX,Травмы и отравления,T44,1
2020,XIX,Травмы и отравления,T45,1
2020,XIX,Травмы и отравления,T46,1
2020,XIX,Травмы и отравления,T51,109
2020,XIX,Травмы и отравления,T52,1
2020,XIX,Травмы и отравления,T54,5
2020,XIX,Травмы и отравления,T58,29
2020,XIX,Травмы и отравления,T59,4
2020,XIX,Травмы и отравления,T63,1
2020,XIX,Травмы и отравления,T65,46
2020,XIX,Травмы и отравления,T67,1
2020,XIX,Травмы и отравления,T68,39
2020,XIX,Травмы и отравления,T71,116
2020,XIX,Травмы и отравления,T75,33
2020,XIX,Травмы и отравления,T79,1
2020,XIX,Травмы и отравления,T80,1
2020,XIX,Травмы и отравления,T81,6
2020,XIX,Травмы и отравления,T90,7
2020,XIX,Травмы и отравления,T91,1
2020,XIX,Травмы и отравления,T93,34
2020,XIX,Травмы и отравления,T98,2
2021,II,Новообразования,C01,2
2021,II,Новообразования,C02,7
2021,II,Новообразования,C03,2
2021,II,Новообразования,C04,8
2021,II,Новообразования,C05,1
2021,II,Новообразования,C06,1
2021,II,Новообразования,C07,3
2021,II,Новообразования,C08,2
2021,II,Новообразования,C09,2
2021,II,Новообразования,C10,12
2021,II,Новообразования,C11,1
2021,II,Новообразования,C13,9
2021,II,Новообразования,C14,2
2021,II,Новообразования,C15,32
2021,II,Новообразования,C16,102
2021,II,Новообразования,C17,5
2021,II,Новообразования,C18,78
2021,II,Новообразования,C19,14
2021,II,Новообразования,C20,33
2021,II,Новообразования,C21,2
2021,II,Новообразования,C22,52
2021,II,Новообразования,C23,2
2021,II,Новообразования,C24,9
2021,II,Новообразования,C25,79
2021,II,Новообразования,C30,2
2021,II,Новообразования,C32,14
2021,II,Новообразования,C33,1
2021,II,Новообразования,C34,222
2021,II,Новообразования,C40,1
2021,II,Новообразования,C41,3
2021,II,Новообразования,C43,14
2021,II,Новообразования,C44,2
2021,II,Новообразования,C45,4
2021,II,Новообразования,C48,4
2021,II,Новообразования,C49,5
2021,II,Новообразования,C50,66
2021,II,Новообразования,C51,2
2021,II,Новообразования,C53,25
2021,II,Новообразования,C54,23
2021,II,Новообразования,C55,1
2021,II,Новообразования,C56,31
2021,II,Новообразования,C60,2
2021,II,Новообразования,C61,39
2021,II,Новообразования,C62,1
2021,II,Новообразования,C63,1
2021,II,Новообразования,C64,40
2021,II,Новообразования,C65,1
2021,II,Новообразования,C67,14
2021,II,Новообразования,C69,2
2021,II,Новообразования,C70,1
2021,II,Новообразования,C71,14
2021,II,Новообразования,C73,3
2021,II,Новообразования,C74,2
2021,II,Новообразования,C76,2
2021,II,Новообразования,C77,1
2021,II,Новообразования,C79,2
2021,II,Новообразования,C80,4
2021,II,Новообразования,C81,1
2021,II,Новообразования,C83,9
2021,II,Новообразования,C84,1
2021,II,Новообразования,C85,5
2021,II,Новообразования,C90,11
2021,II,Новообразования,C91,9
2021,II,Новообразования,C92,6
2021,II,Новообразования,C93,3
2021,II,Новообразования,C95,1
2021,II,Новообразования,C97,11
2021,II,Новообразования,D25,2
2021,II,Новообразования,D27,1
2021,II,Новообразования,D32,4
2021,II,Новообразования,D37,4
2021,II,Новообразования,D38,1
2021,II,Новообразования,D39,2
2021,II,Новообразования,D40,1
2021,II,Новообразования,D42,1
2021,II,Новообразования,D43,4
2021,II,Новообразования,D44,1
2021,II,Новообразования,D45,2
2021,II,Новообразования,D46,4
2021,II,Новообразования,D47,1
2021,IV,Эндокринные и обмен,E10,7
2021,IV,Эндокринные и обмен,E11,400
2021,IV,Эндокринные и обмен,E66,1
2021,IX,Кровообращение,I05,1
2021,IX,Кровообращение,I06,2
2021,IX,Кровообращение,I08,2
2021,IX,Кровообращение,I11,13
2021,IX,Кровообращение,I12,3
2021,IX,Кровообращение,I21,198
2021,IX,Кровообращение,I22,27
2021,IX,Кровообращение,I24,7
2021,IX,Кровообращение,I25,251
2021,IX,Кровообращение,I28,1
2021,IX,Кровообращение,I30,5
2021,IX,Кровообращение,I31,1
2021,IX,Кровообращение,I33,11
2021,IX,Кровообращение,I34,12
2021,IX,Кровообращение,I35,44
2021,IX,Кровообращение,I36,4
2021,IX,Кровообращение,I40,4
2021,IX,Кровообращение,I42,71
2021,IX,Кровообращение,I46,39
2021,IX,Кровообращение,I51,5
2021,IX,Кровообращение,I60,17
2021,IX,Кровообращение,I61,114
2021,IX,Кровообращение,I62,3
2021,IX,Кровообращение,I63,224
2021,IX,Кровообращение,I67,35
2021,IX,Кровообращение,I69,176
2021,IX,Кровообращение,I70,69
2021,IX,Кровообращение,I71,34
2021,IX,Кровообращение,I72,4
2021,IX,Кровообращение,I73,1
2021,IX,Кровообращение,I74,6
2021,IX,Кровообращение,I77,1
2021,IX,Кровообращение,I80,112
2021,IX,Кровообращение,I82,9
2021,IX,Кровообращение,I83,2
2021,IX,Кровообращение,I89,1
2021,X,Дыхание,J12,60
2021,X,Дыхание,J15,23
2021,X,Дыхание,J16,7
2021,X,Дыхание,J18,595
2021,X,Дыхание,J32,1
2021,X,Дыхание,J34,1
2021,X,Дыхание,J41,1
2021,X,Дыхание,J44,148
2021,X,Дыхание,J45,2
2021,X,Дыхание,J84,16
2021,X,Дыхание,J85,27
2021,X,Дыхание,J86,4
2021,X,Дыхание,J96,1
2021,XI,Пищеварение,K10,1
2021,XI,Пищеварение,K12,2
2021,XI,Пищеварение,K22,10
2021,XI,Пищеварение,K25,35
2021,XI,Пищеварение,K26,18
2021,XI,Пищеварение,K28,1
2021,XI,Пищеварение,K31,1
2021,XI,Пищеварение,K35,1
2021,XI,Пищеварение,K40,2
2021,XI,Пищеварение,K42,2
2021,XI,Пищеварение,K43,5
2021,XI,Пищеварение,K44,2
2021,XI,Пищеварение,K50,2
2021,XI,Пищеварение,K51,10
2021,XI,Пищеварение,K52,10
2021,XI,Пищеварение,K55,123
2021,XI,Пищеварение,K56,29
2021,XI,Пищеварение,K57,14
2021,XI,Пищеварение,K60,1
2021,XI,Пищеварение,K61,5
2021,XI,Пищеварение,K63,10
2021,XI,Пищеварение,K65,1
2021,XI,Пищеварение,K66,2
2021,XI,Пищеварение,K70,38
2021,XI,Пищеварение,K71,16
2021,XI,Пищеварение,K74,301
2021,XI,Пищеварение,K75,7
2021,XI,Пищеварение,K76,12
2021,XI,Пищеварение,K80,18
2021,XI,Пищеварение,K81,7
2021,XI,Пищеварение,K82,2
2021,XI,Пищеварение,K83,1
2021,XI,Пищеварение,K85,121
2021,XI,Пищеварение,K86,31
2021,XI,Пищеварение,K92,1
2021,XIX,Травмы и отравления,S01,2
2021,XIX,Травмы и отравления,S02,30
2021,XIX,Травмы и отравления,S06,73
2021,XIX,Травмы и отравления,S07,4
2021,XIX,Травмы и отравления,S09,2
2021,XIX,Травмы и отравления,S12,2
2021,XIX,Травмы и отравления,S13,1
2021,XIX,Травмы и отравления,S15,2
2021,XIX,Травмы и отравления,S21,9
2021,XIX,Травмы и отравления,S22,7
2021,XIX,Травмы и отравления,S25,4
2021,XIX,Травмы и отравления,S26,6
2021,XIX,Травмы и отравления,S27,8
2021,XIX,Травмы и отравления,S29,3
2021,XIX,Травмы и отравления,S30,1
2021,XIX,Травмы и отравления,S31,1
2021,XIX,Травмы и отравления,S32,1
2021,XIX,Травмы и отравления,S35,2
2021,XIX,Травмы и отравления,S36,7
2021,XIX,Травмы и отравления,S37,1
2021,XIX,Травмы и отравления,S41,1
2021,XIX,Травмы и отравления,S45,1
2021,XIX,Травмы и отравления,S55,3
2021,XIX,Травмы и отравления,S72,10
2021,XIX,Травмы и отравления,S75,3
2021,XIX,Травмы и отравления,S81,1
2021,XIX,Травмы и отравления,S85,2
2021,XIX,Травмы и отравления,T01,2
2021,XIX,Травмы и отравления,T02,6
2021,XIX,Травмы и отравления,T06,54
2021,XIX,Травмы и отравления,T07,6
2021,XIX,Травмы и отравления,T17,42
2021,XIX,Травмы и отравления,T27,1
2021,XIX,Травмы и отравления,T29,6
2021,XIX,Травмы и отравления,T31,1
2021,XIX,Травмы и отравления,T34,1
2021,XIX,Травмы и отравления,T40,7
2021,XIX,Травмы и отравления,T41,1
2021,XIX,Травмы и отравления,T42,4
2021,XIX,Травмы и отравления,T43,1
2021,XIX,Травмы и отравления,T44,3
2021,XIX,Травмы и отравления,T46,1
2021,XIX,Травмы и отравления,T48,1
2021,XIX,Травмы и отравления,T50,1
2021,XIX,Травмы и отравления,T51,95
2021,XIX,Травмы и отравления,T52,6
2021,XIX,Травмы и отравления,T54,4
2021,XIX,Травмы и отравления,T58,20
2021,XIX,Травмы и отравления,T59,4
2021,XIX,Травмы и отравления,T65,71
2021,XIX,Травмы и отравления,T67,1
2021,XIX,Травмы и отравления,T68,29
2021,XIX,Травмы и отравления,T69,4
2021,XIX,Травмы и отравления,T71,126
2021,XIX,Травмы и отравления,T75,42
2021,XIX,Травмы и отравления,T81,4
2021,XIX,Травмы и отравления,T90,12
2021,XIX,Травмы и отравления,T91,3
2021,XIX,Травмы и отравления,T93,48
2021,XIX,Травмы и отравления,T94,1
2022,II,Новообразования,C00,2
2022,II,Новообразования,C01,1
2022,II,Новообразования,C02,7
2022,II,Новообразования,C04,7
2022,II,Новообразования,C05,2
2022,II,Новообразования,C06,1
2022,II,Новообразования,C07,3
2022,II,Новообразования,C08,1
2022,II,Новообразования,C09,4
2022,II,Новообразования,C10,10
2022,II,Новообразования,C12,1
2022,II,Новообразования,C13,5
2022,II,Новообразования,C15,28
2022,II,Новообразования,C16,102
2022,II,Новообразования,C17,6
2022,II,Новообразования,C18,78
2022,II,Новообразования,C19,11
2022,II,Новообразования,C20,39
2022,II,Новообразования,C21,4
2022,II,Новообразования,C22,46
2022,II,Новообразования,C23,2
2022,II,Новообразования,C24,3
2022,II,Новообразования,C25,76
2022,II,Новообразования,C32,17
2022,II,Новообразования,C34,209
2022,II,Новообразования,C38,5
2022,II,Новообразования,C41,2
2022,II,Новообразования,C43,16
2022,II,Новообразования,C44,3
2022,II,Новообразования,C45,5
2022,II,Новообразования,C49,2
2022,II,Новообразования,C50,70
2022,II,Новообразования,C51,2
2022,II,Новообразования,C52,2
2022,II,Новообразования,C53,23
2022,II,Новообразования,C54,31
2022,II,Новообразования,C56,27
2022,II,Новообразования,C57,1
2022,II,Новообразования,C61,30
2022,II,Новообразования,C62,3
2022,II,Новообразования,C64,26
2022,II,Новообразования,C65,3
2022,II,Новообразования,C66,2
2022,II,Новообразования,C67,31
2022,II,Новообразования,C68,1
2022,II,Новообразования,C69,4
2022,II,Новообразования,C70,2
2022,II,Новообразования,C71,19
2022,II,Новообразования,C72,1
2022,II,Новообразования,C73,3
2022,II,Новообразования,C74,4
2022,II,Новообразования,C75,2
2022,II,Новообразования,C76,1
2022,II,Новообразования,C79,1
2022,II,Новообразования,C80,3
2022,II,Новообразования,C81,1
2022,II,Новообразования,C82,1
2022,II,Новообразования,C83,3
2022,II,Новообразования,C84,2
2022,II,Новообразования,C85,3
2022,II,Новообразования,C88,1
2022,II,Новообразования,C90,9
2022,II,Новообразования,C91,5
2022,II,Новообразования,C92,8
2022,II,Новообразования,C93,1
2022,II,Новообразования,C97,2
2022,II,Новообразования,D25,1
2022,II,Новообразования,D32,5
2022,II,Новообразования,D33,3
2022,II,Новообразования,D35,1
2022,II,Новообразования,D43,4
2022,II,Новообразования,D45,1
2022,II,Новообразования,D46,1
2022,IV,Эндокринные и обмен,E10,6
2022,IV,Эндокринные и обмен,E11,360
2022,IV,Эндокринные и обмен,E66,1
2022,IV,Эндокринные и обмен,E84,1
2022,IX,Кровообращение,I05,3
2022,IX,Кровообращение,I06,3
2022,IX,Кровообращение,I08,2
2022,IX,Кровообращение,I09,1
2022,IX,Кровообращение,I11,4
2022,IX,Кровообращение,I21,186
2022,IX,Кровообращение,I22,2
2022,IX,Кровообращение,I24,2
2022,IX,Кровообращение,I25,321
2022,IX,Кровообращение,I26,2
2022,IX,Кровообращение,I31,2
2022,IX,Кровообращение,I33,9
2022,IX,Кровообращение,I34,9
2022,IX,Кровообращение,I35,29
2022,IX,Кровообращение,I40,4
2022,IX,Кровообращение,I42,129
2022,IX,Кровообращение,I45,1
2022,IX,Кровообращение,I46,1
2022,IX,Кровообращение,I51,9
2022,IX,Кровообращение,I60,7
2022,IX,Кровообращение,I61,108
