year,icd_class,icd_class_short,icd3,deaths
2022,IX,Кровообращение,I62,4
2022,IX,Кровообращение,I63,162
2022,IX,Кровообращение,I67,138
2022,IX,Кровообращение,I69,172
2022,IX,Кровообращение,I70,45
2022,IX,Кровообращение,I71,28
2022,IX,Кровообращение,I72,2
2022,IX,Кровообращение,I74,7
2022,IX,Кровообращение,I80,106
2022,IX,Кровообращение,I83,1
2022,IX,Кровообращение,I87,1
2022,X,Дыхание,J01,1
2022,X,Дыхание,J03,1
2022,X,Дыхание,J09,1
2022,X,Дыхание,J10,1
2022,X,Дыхание,J12,44
2022,X,Дыхание,J15,49
2022,X,Дыхание,J16,2
2022,X,Дыхание,J18,211
2022,X,Дыхание,J38,1
2022,X,Дыхание,J43,1
2022,X,Дыхание,J44,146
2022,X,Дыхание,J45,4
2022,X,Дыхание,J84,17
2022,X,Дыхание,J85,22
2022,X,Дыхание,J86,1
2022,X,Дыхание,J98,1
2022,XI,Пищеварение,K10,1
2022,XI,Пищеварение,K12,1
2022,XI,Пищеварение,K22,11
2022,XI,Пищеварение,K25,35
2022,XI,Пищеварение,K26,12
2022,XI,Пищеварение,K29,1
2022,XI,Пищеварение,K31,1
2022,XI,Пищеварение,K35,2
2022,XI,Пищеварение,K40,2
2022,XI,Пищеварение,K41,1
2022,XI,Пищеварение,K43,6
2022,XI,Пищеварение,K44,1
2022,XI,Пищеварение,K50,3
2022,XI,Пищеварение,K51,5
2022,XI,Пищеварение,K52,2
2022,XI,Пищеварение,K55,106
2022,XI,Пищеварение,K56,15
2022,XI,Пищеварение,K57,10
2022,XI,Пищеварение,K61,5
2022,XI,Пищеварение,K63,1
2022,XI,Пищеварение,K65,1
2022,XI,Пищеварение,K66,8
2022,XI,Пищеварение,K70,21
2022,XI,Пищеварение,K71,13
2022,XI,Пищеварение,K74,231
2022,XI,Пищеварение,K75,3
2022,XI,Пищеварение,K76,5
2022,XI,Пищеварение,K80,19
2022,XI,Пищеварение,K81,7
2022,XI,Пищеварение,K83,3
2022,XI,Пищеварение,K85,107
2022,XI,Пищеварение,K86,29
2022,XI,Пищеварение,K92,1
2022,XIX,Травмы и отравления,S00,1
2022,XIX,Травмы и отравления,S01,13
2022,XIX,Травмы и отравления,S02,28
2022,XIX,Травмы и отравления,S06,71
2022,XIX,Травмы и отравления,S07,2
2022,XIX,Травмы и отравления,S08,1
2022,XIX,Травмы и отравления,S11,3
2022,XIX,Травмы и отравления,S12,5
2022,XIX,Травмы и отравления,S13,1
2022,XIX,Травмы и отравления,S15,2
2022,XIX,Травмы и отравления,S19,2
2022,XIX,Травмы и отравления,S21,14
2022,XIX,Травмы и отравления,S22,8
2022,XIX,Травмы и отравления,S26,6
2022,XIX,Травмы и отравления,S27,5
2022,XIX,Травмы и отравления,S29,6
2022,XIX,Травмы и отравления,S30,1
2022,XIX,Травмы и отравления,S31,3
2022,XIX,Травмы и отравления,S36,11
2022,XIX,Травмы и отравления,S37,1
2022,XIX,Травмы и отравления,S39,1
2022,XIX,Травмы и отравления,S42,1
2022,XIX,Травмы и отравления,S45,3
2022,XIX,Травмы и отравления,S51,2
2022,XIX,Травмы и отравления,S55,1
2022,XIX,Травмы и отравления,S71,1
2022,XIX,Травмы и отравления,S72,6
2022,XIX,Травмы и отравления,S75,4
2022,XIX,Травмы и отравления,S82,1
2022,XIX,Травмы и отравления,S86,1
2022,XIX,Травмы и отравления,S87,1
2022,XIX,Травмы и отравления,S92,1
2022,XIX,Травмы и отравления,T01,5
2022,XIX,Травмы и отравления,T02,3
2022,XIX,Травмы и отравления,T04,4
2022,XIX,Травмы и отравления,T05,1
2022,XIX,Травмы и отравления,T06,77
2022,XIX,Травмы и отравления,T07,20
2022,XIX,Травмы и отравления,T09,1
2022,XIX,Травмы и отравления,T11,1
2022,XIX,Травмы и отравления,T13,3
2022,XIX,Травмы и отравления,T17,40
2022,XIX,Травмы и отравления,T20,1
2022,XIX,Травмы и отравления,T21,3
2022,XIX,Травмы и отравления,T27,2
2022,XIX,Травмы и отравления,T29,10
2022,XIX,Травмы и отравления,T31,1
2022,XIX,Травмы и отравления,T34,1
2022,XIX,Травмы и отравления,T39,2
2022,XIX,Травмы и отравления,T40,13
2022,XIX,Травмы и отравления,T42,2
2022,XIX,Травмы и отравления,T43,1
2022,XIX,Травмы и отравления,T51,68
2022,XIX,Травмы и отравления,T52,5
2022,XIX,Травмы и отравления,T54,3
2022,XIX,Травмы и отравления,T58,33
2022,XIX,Травмы и отравления,T65,33
2022,XIX,Травмы и отравления,T68,20
2022,XIX,Травмы и отравления,T69,1
2022,XIX,Травмы и отравления,T71,140
2022,XIX,Травмы и отравления,T75,23
2022,XIX,Травмы и отравления,T78,1
2022,XIX,Травмы и отравления,T81,1
2022,XIX,Травмы и отравления,T90,2
2022,XIX,Травмы и отравления,T91,2
2022,XIX,Травмы и отравления,T93,22
2023,II,Новообразования,C00,1
2023,II,Новообразования,C01,3
2023,II,Новообразования,C02,10
2023,II,Новообразования,C03,2
2023,II,Новообразования,C04,2
2023,II,Новообразования,C05,2
2023,II,Новообразования,C06,1
2023,II,Новообразования,C08,2
2023,II,Новообразования,C09,1
2023,II,Новообразования,C10,10
2023,II,Новообразования,C12,1
2023,II,Новообразования,C13,7
2023,II,Новообразования,C15,30
2023,II,Новообразования,C16,111
2023,II,Новообразования,C17,8
2023,II,Новообразования,C18,97
2023,II,Новообразования,C19,8
2023,II,Новообразования,C20,42
2023,II,Новообразования,C21,3
2023,II,Новообразования,C22,57
2023,II,Новообразования,C23,2
2023,II,Новообразования,C24,11
2023,II,Новообразования,C25,80
2023,II,Новообразования,C32,20
2023,II,Новообразования,C33,2
2023,II,Новообразования,C34,248
2023,II,Новообразования,C40,2
2023,II,Новообразования,C43,22
2023,II,Новообразования,C44,4
2023,II,Новообразования,C45,7
2023,II,Новообразования,C48,3
2023,II,Новообразования,C49,5
2023,II,Новообразования,C50,66
2023,II,Новообразования,C51,2
2023,II,Новообразования,C53,31
2023,II,Новообразования,C54,20
2023,II,Новообразования,C56,38
2023,II,Новообразования,C57,1
2023,II,Новообразования,C60,1
2023,II,Новообразования,C61,38
2023,II,Новообразования,C62,3
2023,II,Новообразования,C64,28
2023,II,Новообразования,C65,1
2023,II,Новообразования,C67,10
2023,II,Новообразования,C69,1
2023,II,Новообразования,C71,32
2023,II,Новообразования,C73,1
2023,II,Новообразования,C74,1
2023,II,Новообразования,C76,1
2023,II,Новообразования,C80,2
2023,II,Новообразования,C81,1
2023,II,Новообразования,C83,3
2023,II,Новообразования,C84,1
2023,II,Новообразования,C85,2
2023,II,Новообразования,C90,8
2023,II,Новообразования,C91,10
2023,II,Новообразования,C92,8
2023,II,Новообразования,C93,1
2023,II,Новообразования,C95,1
2023,II,Новообразования,C97,2
2023,II,Новообразования,D10,1
2023,II,Новообразования,D12,2
2023,II,Новообразования,D15,1
2023,II,Новообразования,D32,3
2023,II,Новообразования,D33,1
2023,II,Новообразования,D35,4
2023,II,Новообразования,D41,1
2023,II,Новообразования,D43,3
2023,II,Новообразования,D46,3
2023,II,Новообразования,D47,1
2023,IV,Эндокринные и обмен,E10,5
2023,IV,Эндокринные и обмен,E11,304
2023,IV,Эндокринные и обмен,E84,1
2023,IX,Кровообращение,I05,3
2023,IX,Кровообращение,I08,2
2023,IX,Кровообращение,I11,1
2023,IX,Кровообращение,I21,194
2023,IX,Кровообращение,I24,3
2023,IX,Кровообращение,I25,369
2023,IX,Кровообращение,I28,1
2023,IX,Кровообращение,I30,1
2023,IX,Кровообращение,I33,6
2023,IX,Кровообращение,I34,17
2023,IX,Кровообращение,I35,32
2023,IX,Кровообращение,I42,141
2023,IX,Кровообращение,I50,1
2023,IX,Кровообращение,I51,4
2023,IX,Кровообращение,I60,20
2023,IX,Кровообращение,I61,98
2023,IX,Кровообращение,I62,6
2023,IX,Кровообращение,I63,173
2023,IX,Кровообращение,I67,154
2023,IX,Кровообращение,I69,144
2023,IX,Кровообращение,I70,64
2023,IX,Кровообращение,I71,47
2023,IX,Кровообращение,I72,3
2023,IX,Кровообращение,I73,1
2023,IX,Кровообращение,I74,8
2023,IX,Кровообращение,I80,94
2023,X,Дыхание,J12,1
2023,X,Дыхание,J15,23
2023,X,Дыхание,J18,194
2023,X,Дыхание,J44,170
2023,X,Дыхание,J45,2
2023,X,Дыхание,J84,8
2023,X,Дыхание,J85,22
2023,X,Дыхание,J86,3
2023,XI,Пищеварение,K22,22
2023,XI,Пищеварение,K25,30
2023,XI,Пищеварение,K26,19
2023,XI,Пищеварение,K29,4
2023,XI,Пищеварение,K31,2
2023,XI,Пищеварение,K35,2
2023,XI,Пищеварение,K40,4
2023,XI,Пищеварение,K42,1
2023,XI,Пищеварение,K43,6
2023,XI,Пищеварение,K44,2
2023,XI,Пищеварение,K50,4
2023,XI,Пищеварение,K51,4
2023,XI,Пищеварение,K52,1
2023,XI,Пищеварение,K55,94
2023,XI,Пищеварение,K56,11
2023,XI,Пищеварение,K57,3
2023,XI,Пищеварение,K61,2
2023,XI,Пищеварение,K63,3
2023,XI,Пищеварение,K65,1
2023,XI,Пищеварение,K66,4
2023,XI,Пищеварение,K70,27
2023,XI,Пищеварение,K71,11
2023,XI,Пищеварение,K73,1
2023,XI,Пищеварение,K74,210
2023,XI,Пищеварение,K75,5
2023,XI,Пищеварение,K76,16
2023,XI,Пищеварение,K80,14
2023,XI,Пищеварение,K81,3
2023,XI,Пищеварение,K85,132
2023,XI,Пищеварение,K86,37
2023,XI,Пищеварение,K92,1
2023,XIX,Травмы и отравления,S01,9
2023,XIX,Травмы и отравления,S02,36
2023,XIX,Травмы и отравления,S06,97
2023,XIX,Травмы и отравления,S07,18
2023,XIX,Травмы и отравления,S09,6
2023,XIX,Травмы и отравления,S11,2
2023,XIX,Травмы и отравления,S12,2
2023,XIX,Травмы и отравления,S15,2
2023,XIX,Травмы и отравления,S19,1
2023,XIX,Травмы и отравления,S21,11
2023,XIX,Травмы и отравления,S22,8
2023,XIX,Травмы и отравления,S25,2
2023,XIX,Травмы и отравления,S26,6
2023,XIX,Травмы и отравления,S27,51
2023,XIX,Травмы и отравления,S29,5
2023,XIX,Травмы и отравления,S31,1
2023,XIX,Травмы и отравления,S32,2
2023,XIX,Травмы и отравления,S35,4
2023,XIX,Травмы и отравления,S36,16
2023,XIX,Травмы и отравления,S37,2
2023,XIX,Травмы и отравления,S39,1
2023,XIX,Травмы и отравления,S42,6
2023,XIX,Травмы и отравления,S45,3
2023,XIX,Травмы и отравления,S72,8
2023,XIX,Травмы и отравления,S75,7
2023,XIX,Травмы и отравления,S77,1
2023,XIX,Травмы и отравления,S79,1
2023,XIX,Травмы и отравления,S82,1
2023,XIX,Травмы и отравления,T02,3
2023,XIX,Травмы и отравления,T04,45
2023,XIX,Травмы и отравления,T06,238
2023,XIX,Травмы и отравления,T07,30
2023,XIX,Травмы и отравления,T13,6
2023,XIX,Травмы и отравления,T17,37
2023,XIX,Травмы и отравления,T21,1
2023,XIX,Травмы и отравления,T29,5
2023,XIX,Травмы и отравления,T31,1
2023,XIX,Травмы и отравления,T34,1
2023,XIX,Травмы и отравления,T40,37
2023,XIX,Травмы и отравления,T42,2
2023,XIX,Травмы и отравления,T43,3
2023,XIX,Травмы и отравления,T48,1
2023,XIX,Травмы и отравления,T51,99
2023,XIX,Травмы и отравления,T52,9
2023,XIX,Травмы и отравления,T54,3
2023,XIX,Травмы и отравления,T58,25
2023,XIX,Травмы и отравления,T59,2
2023,XIX,Травмы и отравления,T65,13
2023,XIX,Травмы и отравления,T68,19
2023,XIX,Травмы и отравления,T69,3
2023,XIX,Травмы и отравления,T71,85
2023,XIX,Травмы и отравления,T75,37
2023,XIX,Травмы и отравления,T78,2
2023,XIX,Травмы и отравления,T81,2
2023,XIX,Травмы и отравления,T93,3
2024,II,Новообразования,C01,1
2024,II,Новообразования,C02,3
2024,II,Новообразования,C04,11
2024,II,Новообразования,C05,2
2024,II,Новообразования,C07,3
2024,II,Новообразования,C09,1
2024,II,Новообразования,C10,8
2024,II,Новообразования,C11,2
2024,II,Новообразования,C13,6
2024,II,Новообразования,C14,1
2024,II,Новообразования,C15,37
2024,II,Новообразования,C16,106
2024,II,Новообразования,C17,4
2024,II,Новообразования,C18,75
2024,II,Новообразования,C19,15
2024,II,Новообразования,C20,40
2024,II,Новообразования,C21,4
2024,II,Новообразования,C22,63
2024,II,Новообразования,C23,6
2024,II,Новообразования,C24,11
2024,II,Новообразования,C25,80
2024,II,Новообразования,C31,2
2024,II,Новообразования,C32,17
2024,II,Новообразования,C33,1
2024,II,Новообразования,C34,203
2024,II,Новообразования,C38,2
2024,II,Новообразования,C40,2
2024,II,Новообразования,C41,1
2024,II,Новообразования,C43,18
2024,II,Новообразования,C44,1
2024,II,Новообразования,C45,7
2024,II,Новообразования,C48,2
2024,II,Новообразования,C49,7
2024,II,Новообразования,C50,60
2024,II,Новообразования,C51,4
2024,II,Новообразования,C53,36
2024,II,Новообразования,C54,22
2024,II,Новообразования,C56,34
2024,II,Новообразования,C57,2
2024,II,Новообразования,C61,49
2024,II,Новообразования,C62,1
2024,II,Новообразования,C64,34
2024,II,Новообразования,C65,1
2024,II,Новообразования,C66,1
2024,II,Новообразования,C67,36
2024,II,Новообразования,C68,2
2024,II,Новообразования,C69,1
2024,II,Новообразования,C71,20
2024,II,Новообразования,C73,4
2024,II,Новообразования,C74,2
2024,II,Новообразования,C75,1
2024,II,Новообразования,C76,1
2024,II,Новообразования,C81,2
2024,II,Новообразования,C82,1
2024,II,Новообразования,C83,9
2024,II,Новообразования,C84,2
2024,II,Новообразования,C85,1
2024,II,Новообразования,C90,8
2024,II,Новообразования,C91,11
2024,II,Новообразования,C92,13
2024,II,Новообразования,C93,1
2024,II,Новообразования,C94,1
2024,II,Новообразования,D17,1
2024,II,Новообразования,D18,1
2024,II,Новообразования,D29,1
2024,II,Новообразования,D32,7
2024,II,Новообразования,D43,1
2024,II,Новообразования,D46,4
2024,II,Новообразования,D47,1
2024,IV,Эндокринные и обмен,E05,1
2024,IV,Эндокринные и обмен,E10,6
2024,IV,Эндокринные и обмен,E11,397
2024,IV,Эндокринные и обмен,E71,1
2024,IX,Кровообращение,I06,1
2024,IX,Кровообращение,I08,6
2024,IX,Кровообращение,I11,2
2024,IX,Кровообращение,I20,1
2024,IX,Кровообращение,I21,198
2024,IX,Кровообращение,I24,1
2024,IX,Кровообращение,I25,409
2024,IX,Кровообращение,I27,1
2024,IX,Кровообращение,I28,1
2024,IX,Кровообращение,I33,13
2024,IX,Кровообращение,I34,8
2024,IX,Кровообращение,I35,40
2024,IX,Кровообращение,I42,163
2024,IX,Кровообращение,I51,4
2024,IX,Кровообращение,I60,21
2024,IX,Кровообращение,I61,102
2024,IX,Кровообращение,I62,7
2024,IX,Кровообращение,I63,155
2024,IX,Кровообращение,I67,104
2024,IX,Кровообращение,I69,171
2024,IX,Кровообращение,I70,40
2024,IX,Кровообращение,I71,35
2024,IX,Кровообращение,I72,3
2024,IX,Кровообращение,I74,8
2024,IX,Кровообращение,I80,66
2024,IX,Кровообращение,I82,1
2024,IX,Кровообращение,I87,1
2024,X,Дыхание,J01,2
2024,X,Дыхание,J05,1
2024,X,Дыхание,J12,1
2024,X,Дыхание,J15,29
2024,X,Дыхание,J16,4
2024,X,Дыхание,J18,175
2024,X,Дыхание,J36,1
2024,X,Дыхание,J43,1
2024,X,Дыхание,J44,169
2024,X,Дыхание,J45,6
2024,X,Дыхание,J84,21
2024,X,Дыхание,J85,23
2024,X,Дыхание,J94,4
2024,XI,Пищеварение,K20,1
2024,XI,Пищеварение,K22,12
2024,XI,Пищеварение,K25,31
2024,XI,Пищеварение,K26,15
2024,XI,Пищеварение,K29,1
2024,XI,Пищеварение,K35,1
2024,XI,Пищеварение,K40,2
2024,XI,Пищеварение,K42,5
2024,XI,Пищеварение,K43,9
2024,XI,Пищеварение,K44,2
2024,XI,Пищеварение,K45,2
2024,XI,Пищеварение,K50,2
2024,XI,Пищеварение,K51,13
2024,XI,Пищеварение,K52,5
2024,XI,Пищеварение,K55,79
2024,XI,Пищеварение,K56,18
2024,XI,Пищеварение,K57,12
2024,XI,Пищеварение,K61,1
2024,XI,Пищеварение,K63,5
2024,XI,Пищеварение,K66,3
2024,XI,Пищеварение,K70,44
2024,XI,Пищеварение,K71,5
2024,XI,Пищеварение,K73,2
2024,XI,Пищеварение,K74,239
2024,XI,Пищеварение,K75,2
2024,XI,Пищеварение,K76,24
2024,XI,Пищеварение,K80,29
2024,XI,Пищеварение,K81,10
2024,XI,Пищеварение,K83,2
2024,XI,Пищеварение,K85,101
2024,XI,Пищеварение,K86,26
2024,XI,Пищеварение,K92,1
2024,XIX,Травмы и отравления,S00,1
2024,XIX,Травмы и отравления,S01,4
2024,XIX,Травмы и отравления,S02,19
2024,XIX,Травмы и отравления,S06,108
2024,XIX,Травмы и отравления,S07,9
2024,XIX,Травмы и отравления,S09,1
2024,XIX,Травмы и отравления,S11,1
2024,XIX,Травмы и отравления,S14,1
2024,XIX,Травмы и отравления,S15,3
2024,XIX,Травмы и отравления,S17,1
2024,XIX,Травмы и отравления,S21,8
2024,XIX,Травмы и отравления,S22,7
2024,XIX,Травмы и отравления,S24,1
2024,XIX,Травмы и отравления,S25,1
2024,XIX,Травмы и отравления,S26,3
2024,XIX,Травмы и отравления,S27,26
2024,XIX,Травмы и отравления,S28,1
2024,XIX,Травмы и отравления,S29,3
2024,XIX,Травмы и отравления,S31,2
2024,XIX,Травмы и отравления,S35,1
2024,XIX,Травмы и отравления,S36,7
2024,XIX,Травмы и отравления,S37,3
2024,XIX,Травмы и отравления,S45,2
2024,XIX,Травмы и отравления,S48,1
2024,XIX,Травмы и отравления,S51,1
2024,XIX,Травмы и отравления,S52,1
2024,XIX,Травмы и отравления,S71,1
2024,XIX,Травмы и отравления,S72,10
2024,XIX,Травмы и отравления,S75,5
2024,XIX,Травмы и отравления,S76,1
2024,XIX,Травмы и отравления,S82,1
2024,XIX,Травмы и отравления,S85,1
2024,XIX,Травмы и отравления,S99,1
2024,XIX,Травмы и отравления,T02,6
2024,XIX,Травмы и отравления,T04,77
2024,XIX,Травмы и отравления,T06,535
2024,XIX,Травмы и отравления,T07,10
2024,XIX,Травмы и отравления,T13,17
2024,XIX,Травмы и отравления,T17,39
2024,XIX,Травмы и отравления,T20,1
2024,XIX,Травмы и отравления,T21,2
2024,XIX,Травмы и отравления,T27,2
2024,XIX,Травмы и отравления,T29,7
2024,XIX,Травмы и отравления,T31,4
2024,XIX,Травмы и отравления,T34,2
2024,XIX,Травмы и отравления,T40,20
2024,XIX,Травмы и отравления,T42,1
2024,XIX,Травмы и отравления,T43,1
2024,XIX,Травмы и отравления,T51,70
2024,XIX,Травмы и отравления,T52,9
2024,XIX,Травмы и отравления,T54,3
2024,XIX,Травмы и отравления,T58,21
2024,XIX,Травмы и отравления,T59,9
2024,XIX,Травмы и отравления,T62,1
2024,XIX,Травмы и отравления,T65,11
2024,XIX,Травмы и отравления,T68,29
2024,XIX,Травмы и отравления,T69,3
2024,XIX,Травмы и отравления,T71,83
2024,XIX,Травмы и отравления,T75,34
2024,XIX,Травмы и отравления,T80,1
2024,XIX,Травмы и отравления,T81,5
2024,XIX,Травмы и отравления,T88,1
2024,XIX,Травмы и отравления,T90,1
2025,II,Новообразования,C01,1
2025,II,Новообразования,C02,4
2025,II,Новообразования,C03,2
2025,II,Новообразования,C04,6
2025,II,Новообразования,C05,2
2025,II,Новообразования,C06,2
2025,II,Новообразования,C07,1
2025,II,Новообразования,C08,1
2025,II,Новообразования,C09,1
2025,II,Новообразования,C10,8
2025,II,Новообразования,C11,2
2025,II,Новообразования,C13,3
2025,II,Новообразования,C14,1
2025,II,Новообразования,C15,23
2025,II,Новообразования,C16,94
2025,II,Новообразования,C17,3
2025,II,Новообразования,C18,92
2025,II,Новообразования,C19,12
2025,II,Новообразования,C20,34
2025,II,Новообразования,C21,1
2025,II,Новообразования,C22,47
2025,II,Новообразования,C23,2
2025,II,Новообразования,C24,12
2025,II,Новообразования,C25,71
2025,II,Новообразования,C31,3
2025,II,Новообразования,C32,15
2025,II,Новообразования,C33,2
2025,II,Новообразования,C34,259
2025,II,Новообразования,C38,1
2025,II,Новообразования,C41,1
2025,II,Новообразования,C43,16
2025,II,Новообразования,C44,4
2025,II,Новообразования,C45,6
2025,II,Новообразования,C47,2
2025,II,Новообразования,C49,6
2025,II,Новообразования,C50,74
2025,II,Новообразования,C53,39
2025,II,Новообразования,C54,20
2025,II,Новообразования,C56,26
2025,II,Новообразования,C57,2
2025,II,Новообразования,C60,3
2025,II,Новообразования,C61,43
2025,II,Новообразования,C62,1
2025,II,Новообразования,C64,30
2025,II,Новообразования,C67,28
2025,II,Новообразования,C68,2
2025,II,Новообразования,C69,1
2025,II,Новообразования,C71,27
2025,II,Новообразования,C73,3
2025,II,Новообразования,C74,1
2025,II,Новообразования,C75,1
2025,II,Новообразования,C79,1
2025,II,Новообразования,C81,2
2025,II,Новообразования,C83,12
2025,II,Новообразования,C85,1
2025,II,Новообразования,C90,10
2025,II,Новообразования,C91,4
2025,II,Новообразования,C92,15
2025,II,Новообразования,C93,1
2025,II,Новообразования,C94,1
2025,II,Новообразования,C95,2
2025,II,Новообразования,C96,1
2025,II,Новообразования,C97,1
2025,II,Новообразования,D27,1
2025,II,Новообразования,D43,3
2025,II,Новообразования,D46,5
2025,II,Новообразования,D47,1
2025,IV,Эндокринные и обмен,E10,8
2025,IV,Эндокринные и обмен,E11,330
2025,IX,Кровообращение,I05,1
2025,IX,Кровообращение,I06,1
2025,IX,Кровообращение,I08,4
2025,IX,Кровообращение,I11,2
2025,IX,Кровообращение,I21,192
2025,IX,Кровообращение,I24,3
2025,IX,Кровообращение,I25,390
2025,IX,Кровообращение,I30,1
2025,IX,Кровообращение,I33,4
2025,IX,Кровообращение,I34,20
2025,IX,Кровообращение,I35,51
2025,IX,Кровообращение,I36,3
2025,IX,Кровообращение,I37,1
2025,IX,Кровообращение,I40,4
2025,IX,Кровообращение,I42,149
2025,IX,Кровообращение,I51,3
2025,IX,Кровообращение,I60,14
2025,IX,Кровообращение,I61,102
2025,IX,Кровообращение,I62,7
2025,IX,Кровообращение,I63,129
2025,IX,Кровообращение,I67,150
2025,IX,Кровообращение,I69,164
2025,IX,Кровообращение,I70,42
2025,IX,Кровообращение,I71,42
2025,IX,Кровообращение,I72,3
2025,IX,Кровообращение,I74,3
2025,IX,Кровообращение,I80,96
2025,IX,Кровообращение,I82,4
2025,IX,Кровообращение,I83,2
2025,IX,Кровообращение,I87,2
2025,IX,Кровообращение,I89,1
2025,X,Дыхание,J13,1
2025,X,Дыхание,J15,18
2025,X,Дыхание,J16,3
2025,X,Дыхание,J18,148
2025,X,Дыхание,J38,1
2025,X,Дыхание,J43,1
2025,X,Дыхание,J44,175
2025,X,Дыхание,J45,3
2025,X,Дыхание,J84,13
2025,X,Дыхание,J85,17
2025,X,Дыхание,J86,1
2025,X,Дыхание,J94,3
2025,XI,Пищеварение,K12,2
2025,XI,Пищеварение,K22,13
2025,XI,Пищеварение,K25,27
2025,XI,Пищеварение,K26,18
2025,XI,Пищеварение,K28,1
2025,XI,Пищеварение,K29,3
2025,XI,Пищеварение,K40,1
2025,XI,Пищеварение,K42,3
2025,XI,Пищеварение,K43,5
2025,XI,Пищеварение,K44,2
2025,XI,Пищеварение,K50,3
2025,XI,Пищеварение,K51,9
2025,XI,Пищеварение,K52,3
2025,XI,Пищеварение,K55,66
2025,XI,Пищеварение,K56,12
2025,XI,Пищеварение,K57,13
2025,XI,Пищеварение,K61,2
2025,XI,Пищеварение,K63,4
2025,XI,Пищеварение,K65,1
2025,XI,Пищеварение,K66,8
2025,XI,Пищеварение,K70,28
2025,XI,Пищеварение,K71,6
2025,XI,Пищеварение,K74,245
2025,XI,Пищеварение,K75,2
2025,XI,Пищеварение,K76,29
2025,XI,Пищеварение,K80,28
2025,XI,Пищеварение,K81,8
2025,XI,Пищеварение,K83,4
2025,XI,Пищеварение,K85,78
2025,XI,Пищеварение,K86,49
2025,XIX,Травмы и отравления,S01,3
2025,XIX,Травмы и отравления,S02,23
2025,XIX,Травмы и отравления,S06,113
2025,XIX,Травмы и отравления,S07,20
2025,XIX,Травмы и отравления,S09,4
2025,XIX,Травмы и отравления,S11,2
2025,XIX,Травмы и отравления,S12,3
2025,XIX,Травмы и отравления,S15,2
2025,XIX,Травмы и отравления,S20,1
2025,XIX,Травмы и отравления,S21,3
2025,XIX,Травмы и отравления,S22,3
2025,XIX,Травмы и отравления,S25,5
2025,XIX,Травмы и отравления,S26,2
2025,XIX,Травмы и отравления,S27,61
2025,XIX,Травмы и отравления,S29,5
2025,XIX,Травмы и отравления,S31,1
2025,XIX,Травмы и отравления,S35,3
2025,XIX,Травмы и отравления,S36,12
2025,XIX,Травмы и отравления,S37,1
2025,XIX,Травмы и отравления,S42,3
2025,XIX,Травмы и отравления,S45,1
2025,XIX,Травмы и отравления,S51,2
2025,XIX,Травмы и отравления,S55,1
2025,XIX,Травмы и отравления,S71,2
2025,XIX,Травмы и отравления,S72,2
2025,XIX,Травмы и отравления,S75,3
2025,XIX,Травмы и отравления,S82,3
2025,XIX,Травмы и отравления,S95,1
2025,XIX,Травмы и отравления,S99,1
2025,XIX,Травмы и отравления,T01,1
2025,XIX,Травмы и отравления,T02,1
2025,XIX,Травмы и отравления,T04,110
2025,XIX,Травмы и отравления,T06,566
2025,XIX,Травмы и отравления,T07,1
2025,XIX,Травмы и отравления,T13,3
2025,XIX,Травмы и отравления,T17,19
2025,XIX,Травмы и отравления,T20,1
2025,XIX,Травмы и отравления,T21,1
2025,XIX,Травмы и отравления,T29,4
2025,XIX,Травмы и отравления,T31,6
2025,XIX,Травмы и отравления,T39,2
2025,XIX,Травмы и отравления,T40,29
2025,XIX,Травмы и отравления,T42,1
2025,XIX,Травмы и отравления,T43,5
2025,XIX,Травмы и отравления,T44,1
2025,XIX,Травмы и отравления,T46,1
2025,XIX,Травмы и отравления,T51,64
2025,XIX,Травмы и отравления,T52,5
2025,XIX,Травмы и отравления,T54,4
2025,XIX,Травмы и отравления,T58,21
2025,XIX,Травмы и отравления,T59,1
2025,XIX,Травмы и отравления,T65,5
2025,XIX,Травмы и отравления,T67,1
2025,XIX,Травмы и отравления,T68,19
2025,XIX,Травмы и отравления,T71,75
2025,XIX,Травмы и отравления,T75,37
2025,XIX,Травмы и отравления,T78,1
2025,XIX,Травмы и отравления,T81,1
2025,XIX,Травмы и отравления,T90,1
2025,XIX,Травмы и отравления,T91,1
2025,XIX,Травмы и отравления,T93,1
