icd_class,icd_class_short,icd3,deaths,mean_age,male_deaths,top_description,total_deaths,share_within_class,male_share
IX,Кровообращение,I61,1220,61.82868852459016,741,Внутримозговое кровоизлияние в полушарие субкортикальное,17233,0.07079440608135554,0.6073770491803279
IX,Кровообращение,I42,1076,60.05576208178439,710,Дилатационная кардиомиопатия,17233,0.06243834503568734,0.6598513011152416
IX,Кровообращение,I80,975,70.18461538461538,404,Флебит и тромбофлебит других глубоких сосудов нижних конечностей,17233,0.0565774966633784,0.41435897435897434
IX,Кровообращение,I67,828,79.61111111111111,253,Другие уточненные поражения сосудов мозга,17233,0.04804735101259212,0.3055555555555556
IX,Кровообращение,I70,582,74.83848797250859,300,Атеросклероз артерий конечностей,17233,0.033772413392908956,0.5154639175257731
IX,Кровообращение,I24,386,58.27461139896373,280,Другие формы острой ишемической болезни сердца,17233,0.022398885858527243,0.7253886010362695
IX,Кровообращение,I71,377,69.63129973474801,222,Аневризма грудной части аорты разорванная,17233,0.021876632043172983,0.5888594164456233
IX,Кровообращение,I35,357,78.25770308123249,119,Аортальный (клапанный) стеноз,17233,0.0207160680090524,0.3333333333333333
IX,Кровообращение,I22,350,67.56857142857143,236,Повторный инфаркт передней стенки миокарда,17233,0.020309870597110195,0.6742857142857143
IX,Кровообращение,I46,273,53.62271062271062,218,"Внезапная сердечная смерть, так описанная",17233,0.01584169906574595,0.7985347985347986
IX,Кровообращение,I60,239,57.33472803347281,109,Субарахноидальное кровоизлияние из средней мозговой артерии,17233,0.013868740207740963,0.4560669456066946
IX,Кровообращение,I34,110,75.48181818181818,31,Митральная (клапанная) недостаточность,17233,0.006383102187663204,0.2818181818181818
IX,Кровообращение,I11,91,65.08791208791209,56,Гипертензивная [гипертоническая] болезнь с преимущественным поражением сердца с (застойной) сердечной недостаточностью,17233,0.005280566355248651,0.6153846153846154
IX,Кровообращение,I51,85,74.17647058823529,35,"Внутрисердечный тромбоз, не классифицированный в других рубриках",17233,0.004932397145012476,0.4117647058823529
IX,Кровообращение,I33,82,46.97560975609756,62,Острый и подострый инфекционный эндокардит,17233,0.0047583125398943885,0.7560975609756098
IX,Кровообращение,I62,69,56.63768115942029,49,Нетравматическое субдуральное кровоизлияние,17233,0.00400394591771601,0.7101449275362319
IX,Кровообращение,I74,57,72.96491228070175,27,Эмболия и тромбоз артерий нижних конечностей,17233,0.0033076074972436605,0.47368421052631576
IX,Кровообращение,I82,41,71.14634146341463,20,Эмболия и тромбоз других уточненных вен,17233,0.0023791562699471943,0.4878048780487805
IX,Кровообращение,I08,36,70.22222222222223,7,Комбинированное поражение митрального и аортального клапанов,17233,0.0020890152614170487,0.19444444444444445
IX,Кровообращение,I13,26,67.1923076923077,9,Гипертензивная болезнь с поражением почек и сердечной недостаточностью   ,17233,0.0015087332443567574,0.34615384615384615
IX,Кровообращение,I40,25,45.32,13,Инфекционный миокардит,17233,0.0014507050426507283,0.52
IX,Кровообращение,I72,21,67.0,14,Аневризма и расслоение подвздошной артерии,17233,0.0012185922358266118,0.6666666666666666
IX,Кровообращение,I05,19,69.3157894736842,4,Митральный стеноз с недостаточностью,17233,0.0011025358324145535,0.21052631578947367
IX,Кровообращение,I83,19,63.578947368421055,12,Варикозное расширение вен нижних конечностей без язвы или воспаления,17233,0.0011025358324145535,0.631578947368421
IX,Кровообращение,I36,16,76.3125,6,Неревматическая недостаточность трехстворчатого клапана,17233,0.0009284512272964661,0.375
IX,Кровообращение,I30,15,72.4,9,Острый неспецифический идиопатический перикардит,17233,0.0008704230255904369,0.6
IX,Кровообращение,I06,11,69.45454545454545,5,Ревматический аортальный стеноз с недостаточностью,17233,0.0006383102187663204,0.45454545454545453
IX,Кровообращение,I12,11,78.0,4,Гипертензивная болезнь с почечной недостаточностью   ,17233,0.0006383102187663204,0.36363636363636365
IX,Кровообращение,I26,10,59.3,6,Тромбоэмболия легочной артерии без острого легочным сердцем   ,17233,0.0005802820170602913,0.6
IX,Кровообращение,I31,9,62.666666666666664,7,Хронический перикардит   ,17233,0.0005222538153542622,0.7777777777777778
IX,Кровообращение,I28,7,68.28571428571429,3,Другие уточненные болезни легочных сосудов,17233,0.0004061974119422039,0.42857142857142855
IX,Кровообращение,I64,6,73.66666666666667,2,Инсульт неуточненный как геморрагический или ишемический   ,17233,0.0003481692102361748,0.3333333333333333
IX,Кровообращение,I73,6,57.5,5,Облитерирующий тромбангиит [болезнь Бюргера]   ,17233,0.0003481692102361748,0.8333333333333334
IX,Кровообращение,I87,4,65.25,2,Посттромботический синдром,17233,0.00023211280682411653,0.5
IX,Кровообращение,I27,3,57.666666666666664,0,Первичная легочная гипертензия,17233,0.0001740846051180874,0.0
IX,Кровообращение,I48,3,78.0,2,Фибрилляция и трепетание предсердий   ,17233,0.0001740846051180874,0.6666666666666666
IX,Кровообращение,I66,3,67.66666666666667,2,Закупорка мозговой артерии средней   ,17233,0.0001740846051180874,0.6666666666666666
IX,Кровообращение,I44,2,43.5,1,Атриовентрикулярная блокада III степени   ,17233,0.00011605640341205826,0.5
IX,Кровообращение,I45,2,34.0,2,Синдром преждевременного возбуждения,17233,0.00011605640341205826,1.0
IX,Кровообращение,I85,2,51.0,2,Варикозное расширение вен пищевода с кровотечением   ,17233,0.00011605640341205826,1.0
IX,Кровообращение,I89,2,61.5,1,Другие болезни лимфатических узлов   ,17233,0.00011605640341205826,0.5
IX,Кровообращение,I09,1,68.0,0,Другие уточненные ревматические болезни сердца,17233,5.802820170602913e-05,0.0
IX,Кровообращение,I10,1,64.0,0,Эссенциальная (первичная) гипертензия   ,17233,5.802820170602913e-05,0.0
IX,Кровообращение,I20,1,64.0,1,Нестабильная стенокардия,17233,5.802820170602913e-05,1.0
IX,Кровообращение,I37,1,45.0,1,Стеноз клапана легочной артерии,17233,5.802820170602913e-05,1.0
IX,Кровообращение,I38,1,45.0,0,Эндокардит неуточненный   ,17233,5.802820170602913e-05,0.0
IX,Кровообращение,I49,1,78.0,1,Другие сердечные аритмии   ,17233,5.802820170602913e-05,1.0
IX,Кровообращение,I50,1,41.0,1,Сердечная недостаточность неуточненная,17233,5.802820170602913e-05,1.0
IX,Кровообращение,I77,1,71.0,0,Другие болезни артерий   ,17233,5.802820170602913e-05,0.0
V,Психические расстройства,F01,304,78.57565789473684,111,Смешанная корковая и подкорковая сосудистая деменция,405,0.7506172839506173,0.3651315789473684
V,Психические расстройства,F10,87,56.310344827586206,61,Алкогольная зависимость   ,405,0.21481481481481482,0.7011494252873564
V,Психические расстройства,F03,7,82.85714285714286,1,Деменция неуточненная   ,405,0.01728395061728395,0.14285714285714285
V,Психические расстройства,F11,3,39.0,2,Зависимость от опиоидов   ,405,0.007407407407407408,0.6666666666666666
V,Психические расстройства,F07,2,68.0,1,"Органическое расстройство личности и поведения, обусловленное болезнью, повреждением или дисфункцией головного мозга, неуточненное",405,0.0049382716049382715,0.5
V,Психические расстройства,F20,1,73.0,0,Параноидная шизофрения   ,405,0.0024691358024691358,0.0
V,Психические расстройства,F79,1,28.0,0,Умственная отсталость неуточненная   ,405,0.0024691358024691358,0.0
VI,Нервная система,G31,2928,78.98565573770492,937,Ограниченная атрофия головного мозга,5110,0.5729941291585127,0.3200136612021858
VI,Нервная система,G93,1566,73.86526181353767,780,Церебральная киста,5110,0.3064579256360078,0.49808429118773945
VI,Нервная система,G20,136,74.24264705882354,63,Болезнь Паркинсона,5110,0.026614481409001956,0.4632352941176471
VI,Нервная система,G30,94,76.76595744680851,19,Поздняя болезнь Альцгеймера,5110,0.018395303326810174,0.20212765957446807
VI,Нервная система,G40,51,48.96078431372549,34,Генерализованная идиопатическая эпилепсия и эпилептические синдромы,5110,0.009980430528375734,0.6666666666666666
VI,Нервная система,G12,50,56.84,17,Болезнь двигательного неврона,5110,0.009784735812133072,0.34
VI,Нервная система,G21,36,78.0,15,Сосудистый паркинсонизм,5110,0.0070450097847358124,0.4166666666666667
VI,Нервная система,G92,29,56.793103448275865,18,Токсическая энцефалопатия,5110,0.005675146771037182,0.6206896551724138
VI,Нервная система,G00,28,54.67857142857143,19,Бактериальный менингит неуточненный,5110,0.005479452054794521,0.6785714285714286
VI,Нервная система,G04,28,54.642857142857146,13,"Бактериальный менингоэнцефалит и менингомиелит, не классифицированный в других рубриках",5110,0.005479452054794521,0.4642857142857143
VI,Нервная система,G91,21,51.76190476190476,12,Сообщающаяся гидроцефалия,5110,0.00410958904109589,0.5714285714285714
VI,Нервная система,G80,19,23.473684210526315,9,Церебральный паралич со спастической тетраплегией,5110,0.0037181996086105675,0.47368421052631576
VI,Нервная система,G35,16,54.1875,9,Рассеянный склероз,5110,0.0031311154598825833,0.5625
VI,Нервная система,G95,15,69.26666666666667,8,Сосудистые миелопатии,5110,0.0029354207436399216,0.5333333333333333
VI,Нервная система,G06,14,59.714285714285715,11,Внутричерепной абсцесс и гранулема,5110,0.0027397260273972603,0.7857142857142857
VI,Нервная система,G71,12,40.416666666666664,8,Мышечная дистрофия,5110,0.0023483365949119373,0.6666666666666666
VI,Нервная система,G03,8,53.75,7,"Менингит, вызванный другими уточненными возбудителями",5110,0.0015655577299412916,0.875
VI,Нервная система,G70,8,67.5,3,Myasthenia gravis,5110,0.0015655577299412916,0.375
VI,Нервная система,G96,8,27.25,6,Другие уточненные поражения центральной нервной системы,5110,0.0015655577299412916,0.75
VI,Нервная система,G23,7,56.57142857142857,1,Другие болезни базальных ганглиев   ,5110,0.0013698630136986301,0.14285714285714285
VI,Нервная система,G11,6,54.666666666666664,4,Поздняя мозжечковая атаксия,5110,0.0011741682974559687,0.6666666666666666
VI,Нервная система,G37,6,62.0,4,Центральный понтинный миелинолиз,5110,0.0011741682974559687,0.6666666666666666
VI,Нервная система,G10,5,58.8,2,Болезнь Гентингтона   ,5110,0.0009784735812133072,0.4
VI,Нервная система,G41,5,50.0,4,Другой эпилептический статус   ,5110,0.0009784735812133072,0.8
VI,Нервная система,G09,4,68.5,2,Последствия воспалительных болезней центральной нервной системы,5110,0.0007827788649706458,0.5
VI,Нервная система,G61,3,62.333333333333336,2,Синдром Гийена-Барре   ,5110,0.0005870841487279843,0.6666666666666666
VI,Нервная система,G36,2,54.5,1,Другая уточненная форма острой диссеминированной демиелинизации,5110,0.0003913894324853229,0.5
VI,Нервная система,G62,2,64.5,1,Алкогольная полинейропатия   ,5110,0.0003913894324853229,0.5
VI,Нервная система,G08,1,67.0,1,Внутричерепной флебит   ,5110,0.00019569471624266145,1.0
VI,Нервная система,G25,1,81.0,1,Другие экстрапирамидные нарушения   ,5110,0.00019569471624266145,1.0
VI,Нервная система,G72,1,68.0,0,Другие уточненные миопатии   ,5110,0.00019569471624266145,0.0
VIII,Ухо,H66,8,55.375,4,Острый гнойный средний отит,10,0.8,0.5
VIII,Ухо,H60,1,86.0,1,Злокачественный наружный отит   ,10,0.1,1.0
VIII,Ухо,H70,1,58.0,1,Мастоидит   ,10,0.1,1.0
X,Дыхание,J18,2205,64.96689342403629,1326,"Другая пневмония, возбудитель не уточнен",4215,0.5231316725978647,0.601360544217687
X,Дыхание,J44,1288,70.91459627329192,860,Другая уточненная хроническая обструктивная легочная болезнь,4215,0.3055753262158956,0.6677018633540373
X,Дыхание,J85,224,63.39732142857143,167,Абсцесс легкого с пневмонией,4215,0.0531435349940688,0.7455357142857143
X,Дыхание,J15,168,65.04166666666667,103,Другие бактериальные пневмонии,4215,0.0398576512455516,0.6130952380952381
X,Дыхание,J12,118,70.29661016949153,59,Другая вирусная пневмония,4215,0.027995255041518386,0.5
X,Дыхание,J84,91,70.21978021978022,42,Другие интерстициальные легочные болезни с упоминанием о фиброзе,4215,0.02158956109134045,0.46153846153846156
X,Дыхание,J45,27,61.74074074074074,9,Смешанная астма,4215,0.006405693950177936,0.3333333333333333
X,Дыхание,J86,21,64.33333333333333,16,Пиоторакс без фистулы,4215,0.00498220640569395,0.7619047619047619
X,Дыхание,J16,19,63.68421052631579,8,"Пневмония, вызванная другими уточненными инфекционными агентами",4215,0.0045077105575326215,0.42105263157894735
X,Дыхание,J94,8,74.875,4,Фиброторакс,4215,0.0018979833926453143,0.5
X,Дыхание,J09,7,52.57142857142857,4,Грипп  вызванный идентифицированным вирусом птичьего гриппа  ,4215,0.00166073546856465,0.5714285714285714
X,Дыхание,J43,7,74.28571428571429,6,Эмфизема неуточненная,4215,0.00166073546856465,0.8571428571428571
X,Дыхание,J38,6,57.833333333333336,1,Отек гортани   ,4215,0.0014234875444839859,0.16666666666666666
X,Дыхание,J10,5,42.6,3,"Грипп с пневмонией, сезонный вирус гриппа идентифицирован",4215,0.0011862396204033216,0.6
X,Дыхание,J98,4,54.75,3,Болезни средостения неуточненные   ,4215,0.0009489916963226571,0.75
X,Дыхание,J01,3,63.666666666666664,3,Острый верхнечелюстной синусит,4215,0.0007117437722419929,1.0
X,Дыхание,J39,2,62.0,1,Другие уточненные болезни верхних дыхательных путей   ,4215,0.00047449584816132857,0.5
X,Дыхание,J03,1,53.0,1,Острый тонзиллит неуточненный,4215,0.00023724792408066428,1.0
X,Дыхание,J05,1,59.0,1,Острый эпиглоттит,4215,0.00023724792408066428,1.0
X,Дыхание,J11,1,71.0,1,Грипп с неуточненным вирусом   ,4215,0.00023724792408066428,1.0
X,Дыхание,J13,1,84.0,0,"Пневмония, вызванная Streptococcus pneumoniae",4215,0.00023724792408066428,0.0
X,Дыхание,J32,1,71.0,0,Хронический пансинусит   ,4215,0.00023724792408066428,0.0
X,Дыхание,J34,1,81.0,0,Абсцесс носа   ,4215,0.00023724792408066428,0.0
X,Дыхание,J36,1,45.0,1,Перитонзиллярный абсцесс,4215,0.00023724792408066428,1.0
X,Дыхание,J41,1,84.0,0,Хронический бронхит   ,4215,0.00023724792408066428,0.0
X,Дыхание,J47,1,84.0,0,Бронхоэктатическая болезнь   ,4215,0.00023724792408066428,0.0
X,Дыхание,J69,1,84.0,1,Пневмония вследствие пищи и рвотных масс   ,4215,0.00023724792408066428,1.0
X,Дыхание,J93,1,81.0,1,Спонтанный пневмоторакс   ,4215,0.00023724792408066428,1.0
X,Дыхание,J96,1,52.0,1,Дыхательная недостаточность   ,4215,0.00023724792408066428,1.0
XI,Пищеварение,K74,2254,56.879325643300795,1236,Другой и неуточненный цирроз печени,6883,0.32747348539880866,0.5483584738243124
XI,Пищеварение,K85,983,58.7822990844354,653,Другой острый панкреатит,6883,0.14281563271829145,0.6642929806714141
XI,Пищеварение,K55,916,75.5174672489083,319,Острые сосудистые болезни кишечника,6883,0.13308150515763476,0.3482532751091703
XI,Пищеварение,K70,351,53.48717948717949,212,Алкогольный цирроз печени,6883,0.050995205578962664,0.603988603988604
XI,Пищеварение,K76,337,53.982195845697326,225,"Жировая дегенерация печени, не классифицированная в других рубриках",6883,0.048961208775243355,0.6676557863501483
XI,Пищеварение,K25,321,67.79127725856698,184,Язва желудка хроническая или неуточненная с кровотечением,6883,0.04663664099956415,0.573208722741433
XI,Пищеварение,K86,292,57.88013698630137,188,Другие уточненные болезни поджелудочной железы,6883,0.042423361906145575,0.6438356164383562
XI,Пищеварение,K80,193,76.03108808290155,65,Камни желчного пузыря с острым холециститом,6883,0.028040098794130466,0.33678756476683935
XI,Пищеварение,K26,172,68.20348837209302,92,Язва двенадцатиперстной кишки хроническая или неуточненная с кровотечением,6883,0.024989103588551505,0.5348837209302325
XI,Пищеварение,K56,168,68.75,76,Кишечные сращения [спайки] с непроходимостью,6883,0.0244079616446317,0.4523809523809524
XI,Пищеварение,K22,128,56.3203125,96,Желудочно-пищеводный разрывно-геморрагический синдром,6883,0.018596542205433678,0.75
XI,Пищеварение,K71,120,53.7,64,Токсическое поражение печени с печеночным некрозом,6883,0.017434258317594074,0.5333333333333333
XI,Пищеварение,K57,78,73.46153846153847,15,Дивертикулярная болезнь толстой кишки с прободением и абсцессом,6883,0.011332267906436147,0.19230769230769232
XI,Пищеварение,K51,73,69.21917808219177,32,Другие язвенные колиты,6883,0.010605840476536394,0.4383561643835616
XI,Пищеварение,K43,61,69.57377049180327,14,Послеоперационная грыжа с гангреной,6883,0.008862414644776986,0.22950819672131148
XI,Пищеварение,K81,56,73.69642857142857,25,Острый холецистит,6883,0.008135987214877233,0.44642857142857145
XI,Пищеварение,K63,40,65.8,18,Прободение кишечника (нетравматическое),6883,0.005811419439198024,0.45
XI,Пищеварение,K52,37,71.21621621621621,16,Другие уточненные неинфекционные гастроэнтериты и колиты,6883,0.005375562981258172,0.43243243243243246
XI,Пищеварение,K29,33,67.72727272727273,21,Острый геморрагический гастрит,6883,0.0047944210373383695,0.6363636363636364
XI,Пищеварение,K66,33,73.75757575757575,7,Брюшинные спайки,6883,0.0047944210373383695,0.21212121212121213
XI,Пищеварение,K75,28,68.60714285714286,14,Абсцесс печени,6883,0.0040679936074386166,0.5
XI,Пищеварение,K42,24,72.375,2,Пупочная грыжа с гангреной,6883,0.0034868516635188146,0.08333333333333333
XI,Пищеварение,K50,23,59.56521739130435,12,Болезнь Крона тонкой кишки,6883,0.003341566177538864,0.5217391304347826
XI,Пищеварение,K61,22,65.54545454545455,15,Ишиоректальный абсцесс,6883,0.003196280691558913,0.6818181818181818
XI,Пищеварение,K40,21,74.9047619047619,13,Односторонняя или неуточненная паховая грыжа с гангреной,6883,0.0030509952055789626,0.6190476190476191
XI,Пищеварение,K83,19,71.84210526315789,7,Холангит,6883,0.0027604242336190616,0.3684210526315789
XI,Пищеварение,K44,15,64.0,6,Диафрагмальная грыжа с гангреной,6883,0.002179282289699259,0.4
XI,Пищеварение,K35,12,65.58333333333333,10,Острый аппендицит с генерализованным перитонитом,6883,0.0017434258317594073,0.8333333333333334
XI,Пищеварение,K12,10,53.0,7,Флегмона и абсцесс области рта,6883,0.001452854859799506,0.7
XI,Пищеварение,K82,10,71.5,6,Дивертикул желчного пузыря   ,6883,0.001452854859799506,0.6
XI,Пищеварение,K65,8,65.625,4,Острый перитонит,6883,0.0011622838878396049,0.5
XI,Пищеварение,K73,7,53.142857142857146,4,"Хронический активный гепатит, не классифицированный в других рубриках",6883,0.0010169984018596541,0.5714285714285714
XI,Пищеварение,K45,6,75.0,1,Другая уточненная грыжа брюшной полости с гангреной,6883,0.0008717129158797036,0.16666666666666666
XI,Пищеварение,K92,6,58.333333333333336,5,Желудочно-кишечное кровотечение неуточненное,6883,0.0008717129158797036,0.8333333333333334
XI,Пищеварение,K31,5,56.8,4,Другие уточненные болезни желудка и двенадцатиперстной кишки,6883,0.000726427429899753,0.8
XI,Пищеварение,K41,4,75.75,0,Односторонняя или неуточненная бедренная грыжа с непроходимостью без гангрены,6883,0.0005811419439198024,0.0
XI,Пищеварение,K28,3,63.666666666666664,2,Гастроеюнальная язва хроническая или неуточненная с прободением,6883,0.0004358564579398518,0.6666666666666666
XI,Пищеварение,K10,2,55.5,1,Воспалительные заболевания челюстей,6883,0.0002905709719599012,0.5
XI,Пищеварение,K20,2,59.5,1,Эзофагит,6883,0.0002905709719599012,0.5
XI,Пищеварение,K21,2,72.5,0,Гастроэзофагеальный рефлюкс с эзофагитом   ,6883,0.0002905709719599012,0.0
XI,Пищеварение,K72,2,54.5,2,Печеночная недостаточность   ,6883,0.0002905709719599012,1.0
XI,Пищеварение,K11,1,54.0,1,Абсцесс слюнной железы   ,6883,0.0001452854859799506,1.0
XI,Пищеварение,K13,1,74.0,1,Лейкоплакия слизистой оболочки полости рта   ,6883,0.0001452854859799506,1.0
XI,Пищеварение,K46,1,63.0,1,Брюшная грыжа   ,6883,0.0001452854859799506,1.0
XI,Пищеварение,K59,1,72.0,1,Мегаколон   ,6883,0.0001452854859799506,1.0
XI,Пищеварение,K60,1,91.0,0,Аноректальный свищ   ,6883,0.0001452854859799506,0.0
XI,Пищеварение,K62,1,70.0,0,Другие болезни прямой кишки   ,6883,0.0001452854859799506,0.0
XII,Кожа,L03,97,64.75257731958763,40,Флегмона других отделов конечностей,154,0.6298701298701299,0.41237113402061853
XII,Кожа,L02,27,59.925925925925924,9,"Абсцесс кожи, фурункул и карбункул туловища",154,0.17532467532467533,0.3333333333333333
XII,Кожа,L89,9,80.88888888888889,0,Стадия IV декубитальной язвы,154,0.05844155844155844,0.0
XII,Кожа,L97,8,66.875,3,Язва нижней конечности   ,154,0.05194805194805195,0.375
XII,Кожа,L51,4,64.75,1,Токсический эпидермальный некролиз [Лайелла],154,0.025974025974025976,0.25
XII,Кожа,L98,3,74.0,2,Хроническая язва кожи   ,154,0.01948051948051948,0.6666666666666666
XII,Кожа,L40,2,49.0,1,Пустулезный псориаз   ,154,0.012987012987012988,0.5
XII,Кожа,L05,1,55.0,1,Пилонидальная киста с абсцессом,154,0.006493506493506494,1.0
XII,Кожа,L08,1,71.0,1,Другие местные инфекции кожи   ,154,0.006493506493506494,1.0
XII,Кожа,L73,1,14.0,1,Фолликулит   ,154,0.006493506493506494,1.0
XII,Кожа,L88,1,79.0,0,Пиодермия гангренозная,154,0.006493506493506494,0.0
XIII,Костно-мышечные,M86,42,63.404761904761905,21,Другой хронический остеомиелит,277,0.15162454873646208,0.5
XIII,Костно-мышечные,M05,38,69.97368421052632,5,Другие серопозитивные ревматоидные артриты,277,0.1371841155234657,0.13157894736842105
XIII,Костно-мышечные,M80,31,81.83870967741936,3,Идиопатический остеопороз с патологическим переломом,277,0.11191335740072202,0.0967741935483871
XIII,Костно-мышечные,M10,29,68.65517241379311,22,Идиопатическая подагра,277,0.10469314079422383,0.7586206896551724
XIII,Костно-мышечные,M46,21,59.476190476190474,12,Остеомиелит позвонков,277,0.07581227436823104,0.5714285714285714
XIII,Костно-мышечные,M32,17,53.11764705882353,1,Системная красная волчанка с поражением других органов или систем,277,0.061371841155234655,0.058823529411764705
XIII,Костно-мышечные,M06,11,58.27272727272727,3,Серонегативный ревматоидный артрит,277,0.039711191335740074,0.2727272727272727
XIII,Костно-мышечные,M15,11,78.0909090909091,2,Первичный генерализованный (остео)артроз,277,0.039711191335740074,0.18181818181818182
XIII,Костно-мышечные,M31,11,52.72727272727273,4,Гранулематоз Вегенера   ,277,0.039711191335740074,0.36363636363636365
XIII,Костно-мышечные,M16,9,72.44444444444444,3,Первичный коксартроз двусторонний,277,0.032490974729241874,0.3333333333333333
XIII,Костно-мышечные,M34,9,63.55555555555556,1,Прогрессирующий системный склероз,277,0.032490974729241874,0.1111111111111111
XIII,Костно-мышечные,M17,5,72.8,1,Другой первичный гонартроз,277,0.018050541516245487,0.2
XIII,Костно-мышечные,M60,5,56.2,4,Инфекционный миозит,277,0.018050541516245487,0.8
XIII,Костно-мышечные,M00,4,64.75,2,"Артриты и полиартриты, вызванные другими уточненными бактериальными возбудителями",277,0.01444043321299639,0.5
XIII,Костно-мышечные,M35,4,67.0,0,Рецидивирующий панникулит   ,277,0.01444043321299639,0.0
XIII,Костно-мышечные,M47,4,70.5,1,Другие спондилезы с миелопатией,277,0.01444043321299639,0.25
XIII,Костно-мышечные,M30,3,63.333333333333336,1,Узелковый полиартериит   ,277,0.010830324909747292,0.3333333333333333
XIII,Костно-мышечные,M48,3,65.0,1,Спинальный стеноз,277,0.010830324909747292,0.3333333333333333
XIII,Костно-мышечные,M51,3,65.66666666666667,2,Поражения межпозвоночных дисков поясничного и других отделов с радикулопатией (G55.1*),277,0.010830324909747292,0.6666666666666666
XIII,Костно-мышечные,M84,3,73.0,2,"Патологические переломы, не классифицированные в других рубриках",277,0.010830324909747292,0.6666666666666666
XIII,Костно-мышечные,M87,3,62.0,1,Идиопатический асептический некроз кости,277,0.010830324909747292,0.3333333333333333
XIII,Костно-мышечные,M45,2,49.5,1,Анкилозирующий спондилит,277,0.007220216606498195,0.5
XIII,Костно-мышечные,M50,2,59.5,2,Поражение межпозвоночного диска шейного отдел с миелопатией (G99.2*),277,0.007220216606498195,1.0
XIII,Костно-мышечные,M42,1,44.0,1,Остеохондроз позвоночника неуточненный   ,277,0.0036101083032490976,1.0
XIII,Костно-мышечные,M43,1,90.0,0,Другие уточненные деформирующие дорсопатии,277,0.0036101083032490976,0.0
XIII,Костно-мышечные,M53,1,70.0,0,Спинальная нестабильность,277,0.0036101083032490976,0.0
XIII,Костно-мышечные,M70,1,69.0,1,Бурсит области таза   ,277,0.0036101083032490976,1.0
XIII,Костно-мышечные,M81,1,78.0,0,Другие остеопорозы,277,0.0036101083032490976,0.0
XIII,Костно-мышечные,M85,1,78.0,0,Гиперостоз черепа   ,277,0.0036101083032490976,0.0
XIII,Костно-мышечные,M95,1,78.0,0,Другие уточненные приобретенные деформации костно-мышечной системы,277,0.0036101083032490976,0.0
XIV,Мочеполовая система,N11,1719,75.50552646887725,659,Другие хронические тубулоинтерстициальные нефриты,3063,0.5612144955925563,0.3833624200116347
XIV,Мочеполовая система,N20,289,73.82698961937716,135,Камни почки,3063,0.09435194253999347,0.4671280276816609
XIV,Мочеполовая система,N26,261,76.47892720306514,96,Сморщенная почка неуточненная,3063,0.08521057786483839,0.367816091954023
XIV,Мочеполовая система,N40,194,77.65979381443299,194,Гиперплазия предстательной железы,3063,0.06333659810643161,1.0
XIV,Мочеполовая система,N28,182,80.48351648351648,71,Киста почки,3063,0.059418870388507995,0.3901098901098901
XIV,Мочеполовая система,N30,80,75.125,32,Интерстициальный цистит (хронический),3063,0.02611818478615736,0.4
XIV,Мочеполовая система,N10,47,65.74468085106383,22,Острый тубулоинтерстициальный нефрит,3063,0.01534443356186745,0.46808510638297873
XIV,Мочеполовая система,N18,47,73.38297872340425,18,Терминальная стадия почечной недостаточности   ,3063,0.01534443356186745,0.3829787234042553
XIV,Мочеполовая система,N15,45,67.73333333333333,19,Абсцесс почки и околопочечной клетчатки,3063,0.014691478942213516,0.4222222222222222
