year,municipality_source,icd_class,deaths
2022,Поронайский р-н,VI,39
2022,Поронайский р-н,X,19
2022,Поронайский р-н,XI,35
2022,Поронайский р-н,XII,1
2022,Поронайский р-н,XIV,31
2022,Поронайский р-н,XIX,41
2022,Поронайский р-н,XVI,2
2022,Поронайский р-н,XVII,1
2022,Поронайский р-н,XVIII,10
2022,Поронайский р-н,XXII,15
2022,Северо-Курильский р-н,I,1
2022,Северо-Курильский р-н,II,4
2022,Северо-Курильский р-н,III,1
2022,Северо-Курильский р-н,IV,1
2022,Северо-Курильский р-н,IX,3
2022,Северо-Курильский р-н,VI,1
2022,Северо-Курильский р-н,XI,2
2022,Северо-Курильский р-н,XIX,1
2022,Северо-Курильский р-н,XVIII,1
2022,Смирныховский р-н,I,1
2022,Смирныховский р-н,II,22
2022,Смирныховский р-н,IV,3
2022,Смирныховский р-н,IX,34
2022,Смирныховский р-н,VI,23
2022,Смирныховский р-н,X,22
2022,Смирныховский р-н,XI,23
2022,Смирныховский р-н,XIV,12
2022,Смирныховский р-н,XIX,23
2022,Смирныховский р-н,XVI,1
2022,Смирныховский р-н,XVIII,3
2022,Смирныховский р-н,XXII,10
2022,Томаринский р-н,II,22
2022,Томаринский р-н,IV,20
2022,Томаринский р-н,IX,37
2022,Томаринский р-н,VI,24
2022,Томаринский р-н,X,13
2022,Томаринский р-н,XI,14
2022,Томаринский р-н,XIII,1
2022,Томаринский р-н,XIV,9
2022,Томаринский р-н,XIX,15
2022,Томаринский р-н,XVIII,3
2022,Томаринский р-н,XXII,19
2022,Тымовский р-н,I,1
2022,Тымовский р-н,II,35
2022,Тымовский р-н,IV,13
2022,Тымовский р-н,IX,58
2022,Тымовский р-н,VI,15
2022,Тымовский р-н,X,16
2022,Тымовский р-н,XI,28
2022,Тымовский р-н,XIII,1
2022,Тымовский р-н,XIV,7
2022,Тымовский р-н,XIX,41
2022,Тымовский р-н,XVII,1
2022,Тымовский р-н,XVIII,5
2022,Тымовский р-н,XXII,7
2022,Углегорский р-н,I,4
2022,Углегорский р-н,II,65
2022,Углегорский р-н,IV,29
2022,Углегорский р-н,IX,96
2022,Углегорский р-н,VI,68
2022,Углегорский р-н,X,46
2022,Углегорский р-н,XI,44
2022,Углегорский р-н,XII,1
2022,Углегорский р-н,XIII,2
2022,Углегорский р-н,XIV,10
2022,Углегорский р-н,XIX,28
2022,Углегорский р-н,XVIII,7
2022,Углегорский р-н,XXII,25
2022,Холмский р-н,I,3
2022,Холмский р-н,II,109
2022,Холмский р-н,IV,32
2022,Холмский р-н,IX,88
2022,Холмский р-н,VI,103
2022,Холмский р-н,X,50
2022,Холмский р-н,XI,76
2022,Холмский р-н,XII,2
2022,Холмский р-н,XIII,1
2022,Холмский р-н,XIV,20
2022,Холмский р-н,XIX,47
2022,Холмский р-н,XVI,2
2022,Холмский р-н,XVIII,14
2022,Холмский р-н,XXII,25
2022,Южно-Курильский р-н,I,1
2022,Южно-Курильский р-н,II,12
2022,Южно-Курильский р-н,IV,1
2022,Южно-Курильский р-н,IX,18
2022,Южно-Курильский р-н,VI,3
2022,Южно-Курильский р-н,X,3
2022,Южно-Курильский р-н,XI,5
2022,Южно-Курильский р-н,XIII,1
2022,Южно-Курильский р-н,XIV,1
2022,Южно-Курильский р-н,XIX,9
2022,Южно-Курильский р-н,XVII,1
2022,Южно-Курильский р-н,XVIII,3
2022,Южно-Курильский р-н,XXII,2
2022,Южно-Сахалинск г,I,17
2022,Южно-Сахалинск г,II,356
2022,Южно-Сахалинск г,IV,85
2022,Южно-Сахалинск г,IX,557
2022,Южно-Сахалинск г,VI,176
2022,Южно-Сахалинск г,X,164
2022,Южно-Сахалинск г,XI,200
2022,Южно-Сахалинск г,XII,2
2022,Южно-Сахалинск г,XIII,17
2022,Южно-Сахалинск г,XIV,106
2022,Южно-Сахалинск г,XIX,257
2022,Южно-Сахалинск г,XVI,7
2022,Южно-Сахалинск г,XVII,3
2022,Южно-Сахалинск г,XVIII,69
2022,Южно-Сахалинск г,XXII,98
2023,Александровск-Сахалинский р-н,I,5
2023,Александровск-Сахалинский р-н,II,38
2023,Александровск-Сахалинский р-н,IV,15
2023,Александровск-Сахалинский р-н,IX,42
2023,Александровск-Сахалинский р-н,VI,9
2023,Александровск-Сахалинский р-н,X,19
2023,Александровск-Сахалинский р-н,XI,13
2023,Александровск-Сахалинский р-н,XIII,1
2023,Александровск-Сахалинский р-н,XIV,17
2023,Александровск-Сахалинский р-н,XIX,18
2023,Александровск-Сахалинский р-н,XVIII,7
2023,Анивский р-н,I,2
2023,Анивский р-н,II,38
2023,Анивский р-н,IV,7
2023,Анивский р-н,IX,45
2023,Анивский р-н,VI,18
2023,Анивский р-н,X,12
2023,Анивский р-н,XI,21
2023,Анивский р-н,XIII,1
2023,Анивский р-н,XIV,17
2023,Анивский р-н,XIX,52
2023,Анивский р-н,XVII,2
2023,Анивский р-н,XVIII,3
2023,Долинский р-н,I,1
2023,Долинский р-н,II,57
2023,Долинский р-н,IV,12
2023,Долинский р-н,IX,118
2023,Долинский р-н,VI,19
2023,Долинский р-н,X,34
2023,Долинский р-н,XI,44
2023,Долинский р-н,XII,1
2023,Долинский р-н,XIV,23
2023,Долинский р-н,XIX,68
2023,Долинский р-н,XVIII,8
2023,Корсаковский р-н,I,4
2023,Корсаковский р-н,II,111
2023,Корсаковский р-н,III,1
2023,Корсаковский р-н,IV,27
2023,Корсаковский р-н,IX,132
2023,Корсаковский р-н,VI,13
2023,Корсаковский р-н,X,30
2023,Корсаковский р-н,XI,66
2023,Корсаковский р-н,XII,1
2023,Корсаковский р-н,XIV,34
2023,Корсаковский р-н,XIX,70
2023,Корсаковский р-н,XVI,3
2023,Корсаковский р-н,XVIII,16
2023,Корсаковский р-н,XXII,1
2023,Курильский р-н,II,4
2023,Курильский р-н,IV,3
2023,Курильский р-н,IX,18
2023,Курильский р-н,V,1
2023,Курильский р-н,XI,1
2023,Курильский р-н,XIII,1
2023,Курильский р-н,XIX,3
2023,Курильский р-н,XVI,1
2023,Макаровский р-н,I,2
2023,Макаровский р-н,II,19
2023,Макаровский р-н,III,1
2023,Макаровский р-н,IV,8
2023,Макаровский р-н,IX,31
2023,Макаровский р-н,VI,14
2023,Макаровский р-н,X,7
2023,Макаровский р-н,XI,12
2023,Макаровский р-н,XIV,9
2023,Макаровский р-н,XIX,19
2023,Макаровский р-н,XVIII,4
2023,Невельский р-н,I,1
2023,Невельский р-н,II,54
2023,Невельский р-н,IV,7
2023,Невельский р-н,IX,59
2023,Невельский р-н,VI,19
2023,Невельский р-н,X,24
2023,Невельский р-н,XI,21
2023,Невельский р-н,XII,1
2023,Невельский р-н,XIII,1
2023,Невельский р-н,XIV,9
2023,Невельский р-н,XIX,29
2023,Невельский р-н,XVIII,4
2023,Ногликский р-н,I,1
2023,Ногликский р-н,II,17
2023,Ногликский р-н,IV,13
2023,Ногликский р-н,IX,42
2023,Ногликский р-н,VI,4
2023,Ногликский р-н,VIII,1
2023,Ногликский р-н,X,6
2023,Ногликский р-н,XI,15
2023,Ногликский р-н,XII,1
2023,Ногликский р-н,XIV,4
2023,Ногликский р-н,XIX,24
2023,Ногликский р-н,XVI,1
2023,Ногликский р-н,XVIII,2
2023,Охинский р-н,I,5
2023,Охинский р-н,II,64
2023,Охинский р-н,IV,29
2023,Охинский р-н,IX,71
2023,Охинский р-н,VI,14
2023,Охинский р-н,X,22
2023,Охинский р-н,XI,44
2023,Охинский р-н,XIII,1
2023,Охинский р-н,XIV,20
2023,Охинский р-н,XIX,55
2023,Охинский р-н,XVII,1
2023,Охинский р-н,XVIII,9
2023,Поронайский р-н,I,2
2023,Поронайский р-н,II,46
2023,Поронайский р-н,IV,25
2023,Поронайский р-н,IX,50
2023,Поронайский р-н,VI,37
2023,Поронайский р-н,VIII,1
2023,Поронайский р-н,X,9
2023,Поронайский р-н,XI,37
2023,Поронайский р-н,XII,1
2023,Поронайский р-н,XIV,36
2023,Поронайский р-н,XIX,42
2023,Поронайский р-н,XVIII,10
2023,Северо-Курильский р-н,II,2
2023,Северо-Курильский р-н,IV,1
2023,Северо-Курильский р-н,IX,4
2023,Северо-Курильский р-н,XI,2
2023,Северо-Курильский р-н,XIX,2
2023,Смирныховский р-н,II,21
2023,Смирныховский р-н,IV,6
2023,Смирныховский р-н,IX,33
2023,Смирныховский р-н,VI,17
2023,Смирныховский р-н,X,17
2023,Смирныховский р-н,XI,28
2023,Смирныховский р-н,XIV,9
2023,Смирныховский р-н,XIX,29
2023,Смирныховский р-н,XVIII,4
2023,Томаринский р-н,II,29
2023,Томаринский р-н,III,2
2023,Томаринский р-н,IV,21
2023,Томаринский р-н,IX,35
2023,Томаринский р-н,VI,27
2023,Томаринский р-н,X,6
2023,Томаринский р-н,XI,16
2023,Томаринский р-н,XIII,3
2023,Томаринский р-н,XIV,6
2023,Томаринский р-н,XIX,34
2023,Томаринский р-н,XVIII,5
2023,Тымовский р-н,I,1
2023,Тымовский р-н,II,31
2023,Тымовский р-н,IV,19
2023,Тымовский р-н,IX,52
2023,Тымовский р-н,VI,21
2023,Тымовский р-н,X,15
2023,Тымовский р-н,XI,19
2023,Тымовский р-н,XIII,1
2023,Тымовский р-н,XIV,16
2023,Тымовский р-н,XIX,35
2023,Тымовский р-н,XVII,1
2023,Тымовский р-н,XVIII,9
2023,Углегорский р-н,I,4
2023,Углегорский р-н,II,75
2023,Углегорский р-н,IV,27
2023,Углегорский р-н,IX,64
2023,Углегорский р-н,VI,63
2023,Углегорский р-н,X,23
2023,Углегорский р-н,XI,44
2023,Углегорский р-н,XII,1
2023,Углегорский р-н,XIV,11
2023,Углегорский р-н,XIX,39
2023,Углегорский р-н,XVIII,5
2023,Холмский р-н,I,10
2023,Холмский р-н,II,122
2023,Холмский р-н,III,1
2023,Холмский р-н,IV,23
2023,Холмский р-н,IX,113
2023,Холмский р-н,VI,73
2023,Холмский р-н,X,42
2023,Холмский р-н,XI,72
2023,Холмский р-н,XIII,4
2023,Холмский р-н,XIV,27
2023,Холмский р-н,XIX,96
2023,Холмский р-н,XVI,1
2023,Холмский р-н,XVII,1
2023,Холмский р-н,XVIII,21
2023,Южно-Курильский р-н,II,9
2023,Южно-Курильский р-н,IV,2
2023,Южно-Курильский р-н,IX,15
2023,Южно-Курильский р-н,VI,1
2023,Южно-Курильский р-н,X,3
2023,Южно-Курильский р-н,XI,7
2023,Южно-Курильский р-н,XIV,3
2023,Южно-Курильский р-н,XIX,11
2023,Южно-Курильский р-н,XVII,1
2023,Южно-Курильский р-н,XVIII,5
2023,Южно-Сахалинск г,I,21
2023,Южно-Сахалинск г,II,383
2023,Южно-Сахалинск г,III,3
2023,Южно-Сахалинск г,IV,61
2023,Южно-Сахалинск г,IX,610
2023,Южно-Сахалинск г,VI,104
2023,Южно-Сахалинск г,X,135
2023,Южно-Сахалинск г,XI,199
2023,Южно-Сахалинск г,XII,3
2023,Южно-Сахалинск г,XIII,9
2023,Южно-Сахалинск г,XIV,121
2023,Южно-Сахалинск г,XIX,322
2023,Южно-Сахалинск г,XVI,5
2023,Южно-Сахалинск г,XVII,4
2023,Южно-Сахалинск г,XVIII,50
2023,Южно-Сахалинск г,XXII,1
2024,Александровск-Сахалинский р-н,I,2
2024,Александровск-Сахалинский р-н,II,26
2024,Александровск-Сахалинский р-н,III,1
2024,Александровск-Сахалинский р-н,IV,32
2024,Александровск-Сахалинский р-н,IX,41
2024,Александровск-Сахалинский р-н,VI,16
2024,Александровск-Сахалинский р-н,X,28
2024,Александровск-Сахалинский р-н,XI,20
2024,Александровск-Сахалинский р-н,XIV,32
2024,Александровск-Сахалинский р-н,XIX,43
2024,Александровск-Сахалинский р-н,XVIII,5
2024,Анивский р-н,II,46
2024,Анивский р-н,IV,10
2024,Анивский р-н,IX,52
2024,Анивский р-н,VI,8
2024,Анивский р-н,X,12
2024,Анивский р-н,XI,16
2024,Анивский р-н,XIV,13
2024,Анивский р-н,XIX,44
2024,Анивский р-н,XVI,1
2024,Анивский р-н,XVII,1
2024,Анивский р-н,XVIII,12
2024,Долинский р-н,I,3
2024,Долинский р-н,II,67
2024,Долинский р-н,IV,14
2024,Долинский р-н,IX,108
2024,Долинский р-н,VI,31
2024,Долинский р-н,X,30
2024,Долинский р-н,XI,38
2024,Долинский р-н,XII,1
2024,Долинский р-н,XIII,1
2024,Долинский р-н,XIV,16
2024,Долинский р-н,XIX,82
2024,Долинский р-н,XVIII,10
2024,Корсаковский р-н,II,100
2024,Корсаковский р-н,IV,33
2024,Корсаковский р-н,IX,121
2024,Корсаковский р-н,VI,18
2024,Корсаковский р-н,X,27
2024,Корсаковский р-н,XI,70
2024,Корсаковский р-н,XII,1
2024,Корсаковский р-н,XIV,52
2024,Корсаковский р-н,XIX,102
2024,Корсаковский р-н,XVI,2
2024,Корсаковский р-н,XVIII,21
2024,Корсаковский р-н,XXII,1
2024,Курильский р-н,II,7
2024,Курильский р-н,IV,8
2024,Курильский р-н,IX,6
2024,Курильский р-н,VI,1
2024,Курильский р-н,X,2
2024,Курильский р-н,XI,7
2024,Курильский р-н,XIX,7
2024,Курильский р-н,XVIII,1
2024,Макаровский р-н,I,3
2024,Макаровский р-н,II,21
2024,Макаровский р-н,IV,5
2024,Макаровский р-н,IX,27
2024,Макаровский р-н,VI,8
2024,Макаровский р-н,X,7
2024,Макаровский р-н,XI,5
2024,Макаровский р-н,XIV,11
2024,Макаровский р-н,XIX,34
2024,Макаровский р-н,XV,1
2024,Макаровский р-н,XVI,1
2024,Макаровский р-н,XVIII,2
2024,Невельский р-н,I,3
2024,Невельский р-н,II,52
2024,Невельский р-н,III,1
2024,Невельский р-н,IV,13
2024,Невельский р-н,IX,71
2024,Невельский р-н,VI,1
2024,Невельский р-н,X,32
2024,Невельский р-н,XI,27
2024,Невельский р-н,XII,1
2024,Невельский р-н,XIV,6
2024,Невельский р-н,XIX,38
2024,Невельский р-н,XVI,1
2024,Невельский р-н,XVIII,7
2024,Ногликский р-н,I,1
2024,Ногликский р-н,II,11
2024,Ногликский р-н,IV,14
2024,Ногликский р-н,IX,43
2024,Ногликский р-н,VI,10
2024,Ногликский р-н,X,2
2024,Ногликский р-н,XI,16
2024,Ногликский р-н,XIV,7
2024,Ногликский р-н,XIX,24
2024,Ногликский р-н,XVIII,3
2024,Охинский р-н,I,2
2024,Охинский р-н,II,50
2024,Охинский р-н,IV,26
2024,Охинский р-н,IX,73
2024,Охинский р-н,VI,19
2024,Охинский р-н,VIII,1
2024,Охинский р-н,X,23
2024,Охинский р-н,XI,49
2024,Охинский р-н,XII,1
2024,Охинский р-н,XIII,1
2024,Охинский р-н,XIV,23
2024,Охинский р-н,XIX,49
2024,Охинский р-н,XVI,1
2024,Охинский р-н,XVIII,10
2024,Поронайский р-н,I,2
2024,Поронайский р-н,II,57
2024,Поронайский р-н,IV,35
2024,Поронайский р-н,IX,69
2024,Поронайский р-н,VI,40
2024,Поронайский р-н,X,7
2024,Поронайский р-н,XI,44
2024,Поронайский р-н,XIV,26
2024,Поронайский р-н,XIX,68
2024,Поронайский р-н,XVI,1
2024,Поронайский р-н,XVIII,12
2024,Поронайский р-н,XXII,1
2024,Северо-Курильский р-н,II,1
2024,Северо-Курильский р-н,IV,3
2024,Северо-Курильский р-н,IX,4
2024,Северо-Курильский р-н,XI,3
2024,Северо-Курильский р-н,XIX,2
2024,Северо-Курильский р-н,XVIII,1
2024,Смирныховский р-н,I,1
2024,Смирныховский р-н,II,26
2024,Смирныховский р-н,IV,11
2024,Смирныховский р-н,IX,38
2024,Смирныховский р-н,VI,19
2024,Смирныховский р-н,X,11
2024,Смирныховский р-н,XI,28
2024,Смирныховский р-н,XIV,14
2024,Смирныховский р-н,XIX,31
2024,Смирныховский р-н,XVIII,6
2024,Томаринский р-н,I,1
2024,Томаринский р-н,II,32
2024,Томаринский р-н,IV,14
2024,Томаринский р-н,IX,23
2024,Томаринский р-н,VI,20
2024,Томаринский р-н,X,10
2024,Томаринский р-н,XI,17
2024,Томаринский р-н,XII,1
2024,Томаринский р-н,XIV,12
2024,Томаринский р-н,XIX,31
2024,Томаринский р-н,XVI,1
2024,Томаринский р-н,XVIII,8
2024,Тымовский р-н,II,27
2024,Тымовский р-н,IV,27
2024,Тымовский р-н,IX,43
2024,Тымовский р-н,VI,23
2024,Тымовский р-н,X,12
2024,Тымовский р-н,XI,32
2024,Тымовский р-н,XIII,1
2024,Тымовский р-н,XIV,25
2024,Тымовский р-н,XIX,46
2024,Тымовский р-н,XVI,3
2024,Тымовский р-н,XVII,1
2024,Тымовский р-н,XVIII,3
2024,Углегорский р-н,I,7
2024,Углегорский р-н,II,68
2024,Углегорский р-н,IV,31
2024,Углегорский р-н,IX,86
2024,Углегорский р-н,VI,50
2024,Углегорский р-н,X,18
2024,Углегорский р-н,XI,39
2024,Углегорский р-н,XII,1
2024,Углегорский р-н,XIII,2
2024,Углегорский р-н,XIV,9
2024,Углегорский р-н,XIX,63
2024,Углегорский р-н,XV,1
2024,Углегорский р-н,XVIII,8
2024,Холмский р-н,I,2
2024,Холмский р-н,II,108
2024,Холмский р-н,III,2
2024,Холмский р-н,IV,43
2024,Холмский р-н,IX,99
2024,Холмский р-н,VI,70
2024,Холмский р-н,X,62
2024,Холмский р-н,XI,79
2024,Холмский р-н,XII,4
2024,Холмский р-н,XIII,2
2024,Холмский р-н,XIV,42
2024,Холмский р-н,XIX,96
2024,Холмский р-н,XVI,1
2024,Холмский р-н,XVII,2
2024,Холмский р-н,XVIII,25
2024,Южно-Курильский р-н,I,1
2024,Южно-Курильский р-н,II,11
2024,Южно-Курильский р-н,IV,3
2024,Южно-Курильский р-н,IX,17
2024,Южно-Курильский р-н,VI,5
2024,Южно-Курильский р-н,X,5
2024,Южно-Курильский р-н,XI,1
2024,Южно-Курильский р-н,XIX,6
2024,Южно-Курильский р-н,XVIII,2
2024,Южно-Сахалинск г,I,26
2024,Южно-Сахалинск г,II,381
2024,Южно-Сахалинск г,III,4
2024,Южно-Сахалинск г,IV,78
2024,Южно-Сахалинск г,IX,589
2024,Южно-Сахалинск г,VI,154
2024,Южно-Сахалинск г,X,138
2024,Южно-Сахалинск г,XI,193
2024,Южно-Сахалинск г,XII,3
2024,Южно-Сахалинск г,XIII,7
2024,Южно-Сахалинск г,XIV,93
2024,Южно-Сахалинск г,XIX,389
2024,Южно-Сахалинск г,XV,1
2024,Южно-Сахалинск г,XVI,7
2024,Южно-Сахалинск г,XVII,1
2024,Южно-Сахалинск г,XVIII,63
2024,Южно-Сахалинск г,XXII,3
2025,Александровск-Сахалинский р-н,I,2
2025,Александровск-Сахалинский р-н,II,24
2025,Александровск-Сахалинский р-н,IV,23
2025,Александровск-Сахалинский р-н,IX,25
2025,Александровск-Сахалинский р-н,VI,17
2025,Александровск-Сахалинский р-н,X,34
2025,Александровск-Сахалинский р-н,XI,17
2025,Александровск-Сахалинский р-н,XII,1
2025,Александровск-Сахалинский р-н,XIII,1
2025,Александровск-Сахалинский р-н,XIV,36
2025,Александровск-Сахалинский р-н,XIX,29
2025,Александровск-Сахалинский р-н,XVII,1
2025,Александровск-Сахалинский р-н,XVIII,6
2025,Анивский р-н,I,1
2025,Анивский р-н,II,41
2025,Анивский р-н,IV,4
2025,Анивский р-н,IX,57
2025,Анивский р-н,VI,13
2025,Анивский р-н,X,10
2025,Анивский р-н,XI,15
2025,Анивский р-н,XIV,14
2025,Анивский р-н,XIX,44
2025,Анивский р-н,XVIII,6
2025,Долинский р-н,I,2
2025,Долинский р-н,II,50
2025,Долинский р-н,IV,14
2025,Долинский р-н,IX,107
2025,Долинский р-н,VI,40
2025,Долинский р-н,X,37
2025,Долинский р-н,XI,30
2025,Долинский р-н,XII,2
2025,Долинский р-н,XIV,11
2025,Долинский р-н,XIX,72
2025,Долинский р-н,XVI,1
2025,Долинский р-н,XVIII,2
2025,Корсаковский р-н,I,4
2025,Корсаковский р-н,II,82
2025,Корсаковский р-н,IV,34
2025,Корсаковский р-н,IX,146
2025,Корсаковский р-н,VI,12
2025,Корсаковский р-н,X,24
2025,Корсаковский р-н,XI,50
2025,Корсаковский р-н,XII,1
2025,Корсаковский р-н,XIII,1
2025,Корсаковский р-н,XIV,53
2025,Корсаковский р-н,XIX,78
2025,Корсаковский р-н,XVIII,12
2025,Курильский р-н,II,8
2025,Курильский р-н,IV,1
2025,Курильский р-н,IX,6
2025,Курильский р-н,VI,1
2025,Курильский р-н,X,1
2025,Курильский р-н,XI,5
2025,Курильский р-н,XIX,10
2025,Макаровский р-н,II,24
2025,Макаровский р-н,IV,7
2025,Макаровский р-н,IX,34
2025,Макаровский р-н,VI,11
2025,Макаровский р-н,X,6
2025,Макаровский р-н,XI,9
2025,Макаровский р-н,XIV,6
2025,Макаровский р-н,XIX,13
2025,Макаровский р-н,XVIII,2
2025,Невельский р-н,I,2
2025,Невельский р-н,II,50
2025,Невельский р-н,IV,14
2025,Невельский р-н,IX,73
2025,Невельский р-н,VI,5
2025,Невельский р-н,VIII,1
2025,Невельский р-н,X,16
2025,Невельский р-н,XI,29
2025,Невельский р-н,XIII,1
2025,Невельский р-н,XIV,3
2025,Невельский р-н,XIX,55
2025,Невельский р-н,XVIII,9
2025,Ногликский р-н,II,21
2025,Ногликский р-н,IV,10
2025,Ногликский р-н,IX,36
2025,Ногликский р-н,VI,7
2025,Ногликский р-н,X,4
2025,Ногликский р-н,XI,20
2025,Ногликский р-н,XIII,2
2025,Ногликский р-н,XIV,8
2025,Ногликский р-н,XIX,17
2025,Ногликский р-н,XVIII,4
2025,Охинский р-н,I,2
2025,Охинский р-н,II,63
2025,Охинский р-н,IV,30
2025,Охинский р-н,IX,64
2025,Охинский р-н,VI,25
2025,Охинский р-н,X,17
2025,Охинский р-н,XI,47
2025,Охинский р-н,XIII,2
2025,Охинский р-н,XIV,23
2025,Охинский р-н,XIX,57
2025,Охинский р-н,XVI,1
2025,Охинский р-н,XVIII,16
2025,Поронайский р-н,I,3
2025,Поронайский р-н,II,44
2025,Поронайский р-н,IV,30
2025,Поронайский р-н,IX,75
2025,Поронайский р-н,VI,50
2025,Поронайский р-н,X,11
2025,Поронайский р-н,XI,39
2025,Поронайский р-н,XII,4
2025,Поронайский р-н,XIII,1
2025,Поронайский р-н,XIV,17
2025,Поронайский р-н,XIX,62
2025,Поронайский р-н,XVI,4
2025,Поронайский р-н,XVII,1
2025,Поронайский р-н,XVIII,7
2025,Северо-Курильский р-н,II,2
2025,Северо-Курильский р-н,IV,2
2025,Северо-Курильский р-н,IX,6
2025,Северо-Курильский р-н,VI,1
2025,Северо-Курильский р-н,X,1
2025,Северо-Курильский р-н,XI,5
2025,Северо-Курильский р-н,XIV,1
2025,Смирныховский р-н,II,25
2025,Смирныховский р-н,IV,13
2025,Смирныховский р-н,IX,49
2025,Смирныховский р-н,VI,15
2025,Смирныховский р-н,X,13
2025,Смирныховский р-н,XI,21
2025,Смирныховский р-н,XIV,3
2025,Смирныховский р-н,XIX,39
2025,Смирныховский р-н,XVI,1
2025,Смирныховский р-н,XVII,1
2025,Смирныховский р-н,XVIII,4
2025,Томаринский р-н,I,1
2025,Томаринский р-н,II,25
2025,Томаринский р-н,IV,13
2025,Томаринский р-н,IX,26
2025,Томаринский р-н,VI,20
2025,Томаринский р-н,X,11
2025,Томаринский р-н,XI,24
2025,Томаринский р-н,XIV,16
2025,Томаринский р-н,XIX,18
2025,Томаринский р-н,XVIII,3
2025,Тымовский р-н,I,1
2025,Тымовский р-н,II,31
2025,Тымовский р-н,IV,26
2025,Тымовский р-н,IX,26
2025,Тымовский р-н,VI,23
2025,Тымовский р-н,X,11
2025,Тымовский р-н,XI,22
2025,Тымовский р-н,XII,1
2025,Тымовский р-н,XIV,27
2025,Тымовский р-н,XIX,52
2025,Тымовский р-н,XVII,1
2025,Углегорский р-н,I,7
2025,Углегорский р-н,II,54
2025,Углегорский р-н,III,1
2025,Углегорский р-н,IV,17
2025,Углегорский р-н,IX,58
2025,Углегорский р-н,VI,56
2025,Углегорский р-н,X,22
2025,Углегорский р-н,XI,44
2025,Углегорский р-н,XII,1
2025,Углегорский р-н,XIV,13
2025,Углегорский р-н,XIX,52
2025,Углегорский р-н,XVI,1
2025,Углегорский р-н,XVIII,5
2025,Холмский р-н,I,3
2025,Холмский р-н,II,119
2025,Холмский р-н,IV,34
2025,Холмский р-н,IX,105
2025,Холмский р-н,VI,48
2025,Холмский р-н,X,47
2025,Холмский р-н,XI,83
2025,Холмский р-н,XII,1
2025,Холмский р-н,XIII,6
2025,Холмский р-н,XIV,40
2025,Холмский р-н,XIX,93
2025,Холмский р-н,XVI,1
2025,Холмский р-н,XVIII,24
2025,Южно-Курильский р-н,II,9
2025,Южно-Курильский р-н,IV,2
2025,Южно-Курильский р-н,IX,16
2025,Южно-Курильский р-н,VI,5
2025,Южно-Курильский р-н,X,1
2025,Южно-Курильский р-н,XI,10
2025,Южно-Курильский р-н,XIII,1
2025,Южно-Курильский р-н,XIV,2
2025,Южно-Курильский р-н,XIX,10
2025,Южно-Курильский р-н,XVIII,6
2025,Южно-Сахалинск г,I,16
2025,Южно-Сахалинск г,II,413
2025,Южно-Сахалинск г,IV,61
2025,Южно-Сахалинск г,IX,635
2025,Южно-Сахалинск г,VI,163
2025,Южно-Сахалинск г,VIII,1
2025,Южно-Сахалинск г,X,112
2025,Южно-Сахалинск г,XI,185
2025,Южно-Сахалинск г,XII,6
2025,Южно-Сахалинск г,XIII,8
2025,Южно-Сахалинск г,XIV,116
2025,Южно-Сахалинск г,XIX,481
2025,Южно-Сахалинск г,XV,1
2025,Южно-Сахалинск г,XVI,2
2025,Южно-Сахалинск г,XVIII,77
2025,Южно-Сахалинск г,XXII,2
